ZCTA,state,n,civic_org_sum,civic_opp_sum,volunteer_sum,membership_sum,take_action_sum,events_sum,TotalPopulation,BROAD,REMNRTY,POV150,NOHSDP,SNGPNT,UNEMP,civic_org_sum_normalized,civic_opp_sum_normalized,civic_opp_index,volunteer_sum_normalized,membership_sum_normalized,take_action_sum_normalized,events_sum_normalized
97238,OR,1,1,0.25,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97239,OR,205,91,45,50,76,8,46,18620,6.2,22.8,14.4,1.3,3,4.3,488.7218045112782,241.67561761546725,5,268.5284640171858,408.16326530612247,42.964554242749735,247.04618689581096
97242,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97250,OR,1,1,0.5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97258,OR,3,2,1.25,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97266,OR,98,45,24.75,25,37,4,33,35371,10.3,43.2,26.5,15.7,7.4,6.1,127.22286618981651,69.97257640439908,4,70.67937010545361,104.60546775607136,11.30869921687258,93.29676853919878
97267,OR,84,40,17.25,13,35,3,18,31841,10.4,18.9,15.5,8.6,5.9,4.6,125.62419521999936,54.17543418862473,3,40.8278634464998,109.92117081749944,9.421814641499953,56.53088784899972
97280,OR,2,2,1.5,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97281,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97291,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97296,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97301,OR,313,144,63,51,122,2,78,56636,13,46.9,36.3,20.2,7.3,8,254.2552440144078,111.23666925630341,5,90.04873225510276,215.41069284553993,3.5313228335334417,137.72159050780422
97302,OR,207,99,46,45,83,5,51,41371,9.5,22.9,19.9,5.5,6.1,5.9,239.29805902685456,111.18899712358899,5,108.77184501220661,200.62362524473664,12.085760556911847,123.27475768050084
97303,OR,121,49,24.25,26,35,3,33,41101,7.9,32.1,19.5,10.7,7,4.7,119.21851049852802,59.00099754263886,3,63.258801489014864,85.15607892752001,7.299092479501716,80.29001727451887
97304,OR,76,31,16.25,19,21,0,25,33846,7.3,21.3,13.8,6.7,7.6,5.8,91.59132541511552,48.01158187082669,3,56.13661880281274,62.04573657152987,0,73.86397210896413
97305,OR,70,31,14.25,10,25,0,22,43869,10.6,53.5,29.9,21.7,7.2,6.3,70.66493423602088,32.48307460849347,2,22.795140076135766,56.98785019033942,0,50.14930816749869
97306,OR,78,40,19.5,16,35,2,25,33481,7.5,25.3,17.5,5.6,7.4,4.2,119.47074460141573,58.241987993190165,3,47.788297840566294,104.53690152623876,5.973537230070787,74.66921537588483
97307,OR,1,1,0.25,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97308,OR,1,1,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97309,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97310,OR,4,1,0.25,0,1,0,0,1194,NA,38.8,NA,11.6,NA,NA,83.75209380234506,20.938023450586265,2,0,83.75209380234506,0,0
97317,OR,71,25,12,13,20,0,15,25635,8.8,36.6,19.3,13.6,6.4,5.1,97.52291788570314,46.811000585137506,3,50.71191730056563,78.01833430856252,0,58.51375073142189
97321,OR,127,55,30.75,29,48,6,40,29121,7.5,15.1,13.1,3.4,3.9,6.2,188.86714055149204,105.5939013083342,5,99.58449229078671,164.82950448130217,20.60368806016277,137.35792040108512
97322,OR,82,31,15.25,11,25,2,23,37361,11,21.4,21.8,10.1,4.6,7,82.9742244586601,40.81796525788924,2,29.44246674339552,66.91469714408072,5.353175771526458,61.56152137255427
97324,OR,2,1,0.25,0,1,0,0,1274,23.7,10.2,20.9,6.8,2,7.9,78.49293563579278,19.623233908948194,2,0,78.49293563579278,0,0
97325,OR,13,4,1,1,2,0,1,6884,8.5,21.8,19.3,7.4,9,4.3,58.10575246949448,14.52643811737362,1,14.52643811737362,29.05287623474724,0,14.52643811737362
97326,OR,4,0,0,0,0,0,0,941,13.8,16,5.1,2.9,0,7.5,0,0,1,0,0,0,0
97327,OR,14,5,3,3,5,0,4,3137,16.6,13.7,20.4,7,2,5.2,159.38795027095952,95.63277016257571,4,95.63277016257571,159.38795027095952,0,127.51036021676761
97330,OR,223,135,65.5,63,114,7,79,43813,6.5,22.4,27.8,3.6,5.8,6.5,308.12772464793557,149.49900714399837,5,143.79293816903657,260.19674525825667,15.976993129892954,180.3117796087919
97331,OR,31,21,12.25,12,20,1,16,3656,NA,31,NA,0,NA,35.2,574.398249452954,335.0656455142232,5,328.2275711159737,547.0459518599563,27.35229759299781,437.636761487965
97333,OR,98,48,23,25,41,2,24,22938,9.4,20.3,33.2,3.2,2.9,6.2,209.259743656814,100.27029383555671,4,108.9894498212573,178.74269770686197,8.719155985700585,104.629871828407
97338,OR,83,42,20.75,16,35,0,32,22906,10.1,12.4,17.7,6.3,4.1,5.5,183.3580721208417,90.58761896446346,4,69.85069414127302,152.79839343403475,0,139.70138828254605
97341,OR,1,1,0.5,1,1,0,0,3355,16.1,11.4,17.4,2.3,0,9.3,29.806259314456035,14.903129657228018,1,29.806259314456035,29.806259314456035,0,0
97343,OR,2,0,0,0,0,0,0,370,27.5,0.3,16.2,9.2,8.1,0,0,0,1,0,0,0,0
97344,OR,4,2,1,1,2,0,1,1982,14.9,23.9,40,21.1,7.4,12.4,100.90817356205852,50.45408678102926,3,50.45408678102926,100.90817356205852,0,50.45408678102926
97346,OR,4,2,1,2,1,0,1,933,11.5,10.8,21.6,5.5,0,2,214.36227224008576,107.18113612004288,5,214.36227224008576,107.18113612004288,0,107.18113612004288
97347,OR,6,2,1.5,1,1,2,2,1407,17.3,56.5,41,22.9,19.3,10.7,142.14641080312722,106.60980810234541,5,71.07320540156361,71.07320540156361,142.14641080312722,142.14641080312722
97348,OR,6,4,2,1,3,0,4,1810,13.7,15.5,11.8,3.5,4.6,4.8,220.99447513812154,110.49723756906077,5,55.248618784530386,165.74585635359117,0,220.99447513812154
97351,OR,30,13,5.75,6,9,1,7,10760,11.1,46.3,24.8,13.2,7.6,4.4,120.817843866171,53.438661710037174,3,55.762081784386616,83.64312267657992,9.293680297397769,65.05576208178438
97352,OR,15,7,3.25,3,4,0,6,6740,8.7,25,12.3,14.2,4.5,6.1,103.85756676557864,48.21958456973294,3,44.510385756676556,59.347181008902076,0,89.02077151335311
97355,OR,96,48,22.25,23,32,0,34,31643,11.5,13.5,25.7,10,4.4,7.3,151.6923174161742,70.31570963562241,4,72.68590209525013,101.1282116107828,0,107.44872483645672
97358,OR,5,3,1,1,2,0,1,2380,10.9,13.8,10.7,6.4,1.5,7.7,126.05042016806723,42.016806722689076,2,42.016806722689076,84.03361344537815,0,42.016806722689076
97360,OR,2,1,0.5,0,1,0,1,2424,14.5,19.2,17.7,12.2,5.6,7.2,41.254125412541256,20.627062706270628,2,0,41.254125412541256,0,41.254125412541256
97361,OR,40,14,5.75,5,10,0,8,12879,15.8,27.2,33.2,9.8,4.7,3.4,108.70409193260346,44.64632347231928,3,38.82288997592981,77.64577995185962,0,62.11662396148769
97362,OR,7,2,1.25,1,2,0,2,4174,19,31.8,27.8,20.7,4.1,5.1,47.91566842357451,29.94729276473407,2,23.957834211787254,47.91566842357451,0,47.91566842357451
97365,OR,64,27,14.5,19,20,0,19,10761,6.8,23.1,24.5,7.9,7.2,6.3,250.90604962364094,134.7458414645479,5,176.5635164018214,185.85633305454883,0,176.5635164018214
97366,OR,3,2,1.25,1,2,0,2,2045,3.3,16,16.8,6.7,12.4,5.9,97.79951100244499,61.12469437652812,3,48.899755501222494,97.79951100244499,0,97.79951100244499
97367,OR,27,8,3.25,2,4,0,7,10902,13.6,21.3,23.1,8.4,4.3,4,73.3810310034856,29.811043845166026,2,18.3452577508714,36.6905155017428,0,64.2084021280499
97368,OR,8,4,2.75,3,4,1,3,3148,9.5,15.6,31.1,5.9,6.5,0.6,127.06480304955528,87.35705209656925,4,95.29860228716646,127.06480304955528,31.76620076238882,95.29860228716646
97370,OR,27,12,5.5,9,8,0,5,9378,9.6,18.9,13.2,3.2,2,2.2,127.95905310300704,58.647899338878226,3,95.96928982725528,85.3060354020047,0,53.31627212625293
97371,OR,6,1,0.25,0,1,0,0,615,36.4,19.5,18.9,13,0,6.4,162.60162601626016,40.65040650406504,2,0,162.60162601626016,0,0
97373,OR,3,2,1,1,1,0,2,191,NA,51.3,90.6,0,NA,0,1047.1204188481674,523.5602094240837,5,523.5602094240837,523.5602094240837,0,1047.1204188481674
97374,OR,21,9,3.75,4,7,0,4,4483,14.9,11.1,22.1,8.6,3.7,4.2,200.7584207004238,83.64934195850992,4,89.22596475574392,156.14543832255185,0,89.22596475574392
97375,OR,4,1,0.5,1,1,0,0,1339,16.6,10.8,14.7,9.5,14.1,0,74.68259895444362,37.34129947722181,2,74.68259895444362,74.68259895444362,0,0
97376,OR,3,0,0,0,0,0,0,1156,12.9,9,26.4,4.2,2.6,1.7,0,0,1,0,0,0,0
97377,OR,4,0,0,0,0,0,0,846,19.4,40.2,27.5,26,4.7,3.5,0,0,1,0,0,0,0
97378,OR,17,5,2.75,2,5,0,4,9225,24.5,20.2,20.6,10.6,1.5,5.5,54.200542005420054,29.81029810298103,2,21.680216802168022,54.200542005420054,0,43.360433604336045
97380,OR,2,0,0,0,0,0,0,2240,18.7,30.4,19.1,8.4,10.7,12.5,0,0,1,0,0,0,0
97381,OR,67,19,10,8,18,1,13,16217,10,15.2,19.5,8.4,5.8,7.5,117.16100388481223,61.663686255164336,3,49.33094900413147,110.9946352592958,6.166368625516434,80.16279213171363
97383,OR,31,8,3.75,6,6,0,3,9977,9.8,23.5,22.8,13.1,5,5.6,80.1844241756039,37.586448832314325,2,60.13831813170292,60.13831813170292,0,30.06915906585146
97385,OR,8,4,2,2,3,0,3,3487,18.6,21,8.9,14.6,1.3,2.2,114.71178663607685,57.355893318038426,3,57.355893318038426,86.03383997705764,0,86.03383997705764
97386,OR,39,19,7.75,8,15,0,8,14760,18.7,10.7,22.3,16.5,6.8,7.4,128.72628726287263,52.50677506775068,3,54.200542005420054,101.6260162601626,0,54.200542005420054
97388,OR,2,1,0.5,1,0,0,1,717,5.6,13.2,20.8,0,5.4,0,139.4700139470014,69.7350069735007,4,139.4700139470014,0,0,139.4700139470014
97389,OR,16,8,4.75,5,7,1,6,1856,15,16.1,26.5,5.6,6.7,4.9,431.0344827586207,255.92672413793105,5,269.3965517241379,377.1551724137931,53.87931034482759,323.2758620689655
97391,OR,16,6,2.5,3,3,0,4,6253,10.2,17.8,24.6,11,4.4,14,95.95394210778827,39.98080921157844,2,47.97697105389413,47.97697105389413,0,63.969294738525505
97392,OR,26,8,2.75,4,2,0,5,5753,4.9,10.5,10.3,6.2,1.8,3.5,139.0578828437337,47.80114722753346,3,69.52894142186685,34.76447071093342,0,86.91117677733357
97393,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97394,OR,7,2,1,1,2,0,1,5110,12.9,14.6,20.7,6.7,2.1,9.9,39.13894324853229,19.569471624266146,2,19.569471624266146,39.13894324853229,0,19.569471624266146
97396,OR,7,4,2,1,3,0,4,3810,17.8,15.7,28.5,7.3,4.1,5.7,104.98687664041995,52.493438320209975,3,26.246719160104988,78.74015748031496,0,104.98687664041995
97401,OR,349,160,78,78,136,12,86,47867,12.8,24.3,36.2,4.2,5.3,8.7,334.25951072764116,162.95151147972507,5,162.95151147972507,284.120584118495,25.069463304573087,179.66448701610713
97402,OR,181,82,41,48,61,5,51,52725,7.7,27.2,30.4,8.5,8.3,6.4,155.5239449976292,77.7619724988146,4,91.03840682788051,115.69464201043148,9.48316737790422,96.72830725462305
97403,OR,69,35,18,18,31,2,21,14611,17.7,21.2,40.4,7.4,2.6,10.8,239.54554787488877,123.19485319279994,5,123.19485319279994,212.16891383204435,13.688317021422217,143.72732872493327
97404,OR,88,32,15.5,14,23,0,25,34625,7,19.1,20.3,6.1,5.8,5.9,92.4187725631769,44.765342960288805,3,40.43321299638989,66.4259927797834,0,72.20216606498195
97405,OR,183,80,40.75,46,60,2,55,45838,7.4,15.4,18.6,3,5.4,6.7,174.5276844539465,88.900039268729,4,100.35341856101924,130.8957633404599,4.3631921113486625,119.98778306208823
97408,OR,48,18,7.75,9,13,0,9,14405,7.4,16.3,14,4.7,4.8,5.9,124.9566122874002,53.80076362374176,3,62.4783061437001,90.24644220756682,0,62.4783061437001
97410,OR,3,1,0.5,0,1,0,1,481,10.3,11.2,16,16.2,0,0,207.9002079002079,103.95010395010395,4,0,207.9002079002079,0,207.9002079002079
97411,OR,35,19,10.75,14,15,1,13,7119,18.2,9.5,28.4,7,6.2,4.9,266.8914173338952,151.00435454417754,5,196.65683382497542,210.70375052675936,14.046916701783958,182.60991712319145
97412,OR,3,1,0.5,1,1,0,0,628,6,8.6,24.8,5,0,3.5,159.23566878980893,79.61783439490446,4,159.23566878980893,159.23566878980893,0,0
97413,OR,3,1,0.5,0,1,0,1,873,18.5,7.1,32,4.8,1.3,7.6,114.5475372279496,57.2737686139748,3,0,114.5475372279496,0,114.5475372279496
97415,OR,28,11,5.25,5,9,1,6,14055,14.6,18.4,19.1,8.1,2.7,9.4,78.26396300249021,37.353255069370334,2,35.574528637495554,64.034151547492,7.114905727499111,42.68943436499466
97416,OR,2,0,0,0,0,0,0,1151,24.1,8.3,27,7.2,0.8,6.4,0,0,1,0,0,0,0
97417,OR,2,0,0,0,0,0,0,2345,23.7,20,44.3,12.4,7.4,14.8,0,0,1,0,0,0,0
97418,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97419,OR,4,2,1,1,2,0,1,871,10.2,18.8,15.4,4.7,12,4.7,229.6211251435132,114.8105625717566,5,114.8105625717566,229.6211251435132,0,114.8105625717566
97420,OR,108,38,18,20,28,0,24,27622,14.8,19.7,23.9,11.3,4.4,6.3,137.57150097748172,65.16544783143871,3,72.406053146043,101.36847440446022,0,86.88726377525161
97423,OR,38,15,7,5,12,0,11,6654,16,10.5,27,10.7,7.9,5.4,225.4283137962128,105.19987977156597,4,75.14277126540426,180.34265103697024,0,165.3140967838894
97424,OR,53,24,12.25,11,19,1,18,18423,11.5,17.2,29.4,10.1,6.6,7.6,130.27194268034523,66.49297074309287,3,59.70797372849156,103.13195462193997,5.427997611681051,97.70395701025892
97426,OR,16,9,3.75,7,6,0,2,10442,8.8,12.5,18.1,6.2,5,2.5,86.1903849837196,35.912660409883166,2,67.03696609844857,57.46025665581306,0,19.15341888527102
97429,OR,3,0,0,0,0,0,0,823,37.8,3.5,26.5,12.3,1.4,9.9,0,0,1,0,0,0,0
97430,OR,4,0,0,0,0,0,0,384,16.6,7.6,21.6,6.7,1.8,9.7,0,0,1,0,0,0,0
97431,OR,5,4,1.75,1,4,0,2,2231,9.7,6.1,35.5,8.6,1.6,4.1,179.29179740026893,78.44016136261766,4,44.82294935006723,179.29179740026893,0,89.64589870013447
97432,OR,1,1,0.5,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97434,OR,6,2,1,1,1,0,2,1085,9.2,19,66.2,27.7,6.5,22.7,184.33179723502303,92.16589861751152,4,92.16589861751152,92.16589861751152,0,184.33179723502303
97435,OR,5,2,1,1,2,0,1,2403,9,11.9,17.8,9.7,4.6,4,83.22929671244277,41.61464835622139,2,41.61464835622139,83.22929671244277,0,41.61464835622139
97436,OR,5,1,0.25,1,0,0,0,664,20.4,11.1,25.2,4,1,0,150.6024096385542,37.65060240963855,2,150.6024096385542,0,0,0
97437,OR,3,2,1.25,2,1,1,1,2596,8.7,14.4,17.6,3,3.3,8.8,77.04160246533128,48.15100154083205,3,77.04160246533128,38.52080123266564,38.52080123266564,38.52080123266564
97438,OR,6,3,1,0,3,0,1,1245,16.4,6,15.5,8.2,1.6,2.8,240.96385542168676,80.32128514056225,4,0,240.96385542168676,0,80.32128514056225
97439,OR,37,19,8.5,8,15,0,11,15419,13.2,11.7,24.1,8.3,3.3,7.4,123.22459303456775,55.12679162072767,3,51.884039172449576,97.28257344834296,0,71.34055386211817
97441,OR,1,1,0.25,0,0,0,1,539,16.8,17.6,28.6,18.8,22.6,0,185.5287569573284,46.3821892393321,3,0,0,0,185.5287569573284
97442,OR,5,1,0.25,0,1,0,0,2047,25,14.1,30.9,9.2,2.1,11.3,48.85197850512946,12.212994626282365,1,0,48.85197850512946,0,0
97443,OR,2,1,0.75,1,1,0,1,3052,12,12.2,23.6,6.2,6.3,7.2,32.765399737876805,24.5740498034076,2,32.765399737876805,32.765399737876805,0,32.765399737876805
97444,OR,12,5,2.75,4,4,0,3,6166,13.8,11,22,8.8,1.3,5.3,81.0898475510866,44.599416153097636,3,64.87187804086928,64.87187804086928,0,48.65390853065196
97446,OR,17,8,4.5,3,8,0,7,5639,7.1,12.4,34.1,7.6,9.4,6.5,141.86912573151267,79.80138322397588,4,53.20092214931726,141.86912573151267,0,124.1354850150736
97447,OR,1,0,0,0,0,0,0,407,27.9,39.6,5.2,1.6,0,0,0,0,1,0,0,0,0
97448,OR,47,22,10.5,8,16,1,17,14228,13.9,13.9,16.5,7,4.1,7.6,154.62468372223785,73.79814450379533,4,56.2271577171774,112.4543154343548,7.028394714647175,119.48271014900197
97449,OR,4,1,0.75,1,1,0,1,1885,16.4,3.6,20.1,8,3.6,2.6,53.05039787798408,39.787798408488065,2,53.05039787798408,53.05039787798408,0,53.05039787798408
97450,OR,1,1,0.5,0,1,0,1,679,8.1,4.3,47.7,7.2,8.8,0,147.27540500736376,73.63770250368188,4,0,147.27540500736376,0,147.27540500736376
97451,OR,1,0,0,0,0,0,0,398,3.4,4.5,4.4,3,0,13.6,0,0,1,0,0,0,0
97452,OR,5,2,0.75,0,1,0,2,1508,12.1,6.6,9.7,8.8,5.1,1.2,132.6259946949602,49.734748010610076,3,0,66.3129973474801,0,132.6259946949602
97453,OR,2,1,0.25,1,0,0,0,840,21.3,12.7,43,6.2,3.2,3.2,119.04761904761905,29.761904761904763,2,119.04761904761905,0,0,0
97454,OR,4,3,1.25,1,2,0,2,1124,11.4,4.7,14.7,4.4,0,6.3,266.9039145907473,111.20996441281139,5,88.96797153024912,177.93594306049823,0,177.93594306049823
97455,OR,11,6,3,3,4,0,5,2594,10.5,13.6,21.7,4.3,7.9,13.8,231.3030069390902,115.6515034695451,5,115.6515034695451,154.20200462606013,0,192.75250578257518
97456,OR,12,6,3.5,4,6,0,4,3253,21.4,28.7,26.8,16.4,1.9,10.7,184.44512757454658,107.59299108515216,5,122.96341838303105,184.44512757454658,0,122.96341838303105
97457,OR,15,4,1.5,0,3,0,3,9826,15.8,12.6,26.5,12.8,5.7,10.9,40.70832485243232,15.26562181966212,1,0,30.53124363932424,0,30.53124363932424
97458,OR,27,8,3.75,5,5,0,5,4657,23.7,16.4,35.6,11.2,0,6,171.78441056474125,80.52394245222246,4,107.36525660296329,107.36525660296329,0,107.36525660296329
97459,OR,71,27,13.25,12,24,0,18,15218,10.3,15.6,27.2,9.1,4.5,7,177.42147456958864,87.06794585359442,4,78.85398869759496,157.70797739518991,0,118.28098304639244
97461,OR,1,0,0,0,0,0,0,818,2.1,16.6,12.7,16.4,0,0,0,0,1,0,0,0,0
97462,OR,9,1,0.75,1,1,0,1,4217,11.1,11.1,17.9,8.4,4.8,6.6,23.713540431586434,17.78515532368983,1,23.713540431586434,23.713540431586434,0,23.713540431586434
97463,OR,7,2,1.5,2,2,0,2,3851,19.9,5.7,41.8,16,4.7,18.6,51.93456245131135,38.95092183848351,2,51.93456245131135,51.93456245131135,0,51.93456245131135
97465,OR,4,2,0.75,0,1,0,2,1778,33.3,5.6,32.8,5.9,3.6,15.3,112.4859392575928,42.1822272215973,2,0,56.2429696287964,0,112.4859392575928
97467,OR,28,11,4.75,2,7,0,10,5455,19.5,11.1,30.7,9.2,1.9,3.9,201.64986251145737,87.07607699358387,4,36.663611365719525,128.32263978001833,0,183.3180568285976
97469,OR,2,1,0.5,0,1,0,1,2728,17.1,16.2,28.3,15.2,5.3,11.4,36.65689149560117,18.328445747800586,1,0,36.65689149560117,0,36.65689149560117
97470,OR,124,48,22.25,18,39,0,32,19019,12.3,13.4,22.9,6.6,5.8,4.2,252.3791997476208,116.98827488301173,5,94.6421999053578,205.0580997949419,0,168.2527998317472
97471,OR,94,40,17.75,18,32,1,20,31933,15.2,14.9,21,9.1,4.1,5.3,125.26226787335985,55.58513136880343,3,56.36802054301193,100.20981429868787,3.131556696833996,62.63113393667992
97473,OR,3,1,0.75,1,1,0,1,260,8.9,1.2,31.9,7.7,0,3.5,384.61538461538464,288.46153846153845,5,384.61538461538464,384.61538461538464,0,384.61538461538464
97477,OR,118,54,28.25,29,46,4,36,37631,11.4,18.8,26.3,9.6,6.9,6.4,143.49871116898302,75.07108500969944,4,77.06412266482421,122.2396428476522,10.62953416066541,95.66580744598868
97478,OR,61,24,12.5,10,20,1,19,40217,9.2,20.6,23.9,9.1,7.1,7.2,59.67625630952085,31.08138349454211,2,24.865106795633686,49.73021359126737,2.4865106795633687,47.243702911704005
97479,OR,19,3,1.25,2,2,0,1,10174,16.7,7.9,22.8,8.8,3.6,2.6,29.486927462158445,12.286219775899351,1,19.657951641438963,19.657951641438963,0,9.828975820719482
97481,OR,1,0,0,0,0,0,0,998,4.8,13.8,14.3,22.7,14.9,11.2,0,0,1,0,0,0,0
97484,OR,1,1,0.25,0,1,0,0,174,22.7,9.8,40.8,6.4,0,0,574.7126436781609,143.67816091954023,5,0,574.7126436781609,0,0
97486,OR,4,1,0.5,0,1,0,1,666,14.4,28.8,11.4,1.3,7.7,0,150.15015015015015,75.07507507507508,4,0,150.15015015015015,0,150.15015015015015
97487,OR,25,9,4,5,7,0,4,8894,7.2,21.5,18.4,10.7,9.7,4.5,101.19181470654374,44.974139869575,3,56.21767483696874,78.70474477175624,0,44.974139869575
97488,OR,4,3,2.5,3,3,1,3,1036,12.1,14.4,15,1.8,0,7,289.57528957528956,241.3127413127413,5,289.57528957528956,289.57528957528956,96.52509652509653,289.57528957528956
97489,OR,7,3,2,2,3,0,3,1007,18,22.2,18.4,7.5,12.8,5.5,297.91459781529295,198.60973187686196,5,198.60973187686196,297.91459781529295,0,297.91459781529295
97490,OR,1,0,0,0,0,0,0,443,5.4,12.9,7.4,0.9,0,10.2,0,0,1,0,0,0,0
97492,OR,1,1,0.25,0,1,0,0,918,42.2,4.7,53.2,4.9,0,15.5,108.93246187363835,27.233115468409586,2,0,108.93246187363835,0,0
97494,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97495,OR,3,1,0.25,1,0,0,0,1838,21.9,26.9,17.3,11.5,2.2,10,54.4069640914037,13.601741022850925,1,54.4069640914037,0,0,0
97496,OR,10,5,2,0,5,0,3,7329,17.2,18.6,31.8,11.9,2.8,4.6,68.22213125938055,27.288852503752217,2,0,68.22213125938055,0,40.93327875562833
97497,OR,6,0,0,0,0,0,0,1276,18.3,7,34,5.5,7.4,16,0,0,1,0,0,0,0
97498,OR,1,0,0,0,0,0,0,1969,13.6,16.9,13.6,4.6,1.2,5.7,0,0,1,0,0,0,0
97499,OR,2,2,1,1,2,0,1,1717,29,7.5,21.8,13.9,4.6,12.8,116.48223645894001,58.241118229470004,3,58.241118229470004,116.48223645894001,0,58.241118229470004
97501,OR,188,94,47.25,60,85,2,42,47229,12.8,27.8,28.4,11.3,5.3,6,199.03025683372505,100.04446420631392,4,127.04058946833513,179.97416841347479,4.234686315611171,88.92841262783459
97502,OR,68,37,16.75,15,27,2,23,28458,13.2,18.1,15.9,9.4,4.7,4.7,130.0161641717619,58.85866891559491,3,52.70925574530887,94.87666034155598,7.027900766041183,80.8208588094736
97503,OR,22,8,3.5,2,6,0,6,13931,16.8,40.1,34.7,24.5,4.3,6.7,57.42588471753643,25.123824563922188,2,14.356471179384107,43.069413538152325,0,43.069413538152325
97504,OR,182,74,33.75,36,55,4,40,49370,11.7,21.2,20.1,7.2,5.6,4.8,149.88859631355075,68.36135304840997,4,72.91877658497063,111.40368644926069,8.10208628721896,81.02086287218958
97513,OR,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97520,OR,204,105,51.25,54,82,2,67,26633,8.3,16.3,23.9,4.1,4.6,5.2,394.2477377689333,192.4304434348365,5,202.75597942402283,307.8887094957384,7.509480719408253,251.56760410017648
97523,OR,15,4,2.5,3,4,0,3,6443,16.6,13.1,34.3,7.3,7,12.3,62.08288064566196,38.80180040353872,2,46.56216048424647,62.08288064566196,0,46.56216048424647
97524,OR,31,11,5.75,4,8,1,10,15625,14.1,10.4,19.8,10.2,7.6,7.9,70.4,36.8,2,25.6,51.2,6.4,64
97525,OR,12,6,2.5,4,4,0,2,4740,6.2,12.8,20,7.4,3.6,6.7,126.58227848101266,52.742616033755276,3,84.38818565400844,84.38818565400844,0,42.19409282700422
97526,OR,139,64,31.5,31,50,2,44,36166,15.9,13.8,29.2,8.8,5.7,6.8,176.96178731405186,87.09837969363491,4,85.71586573024388,138.25139633910302,5.530055853564121,121.66122877841066
97527,OR,93,35,16.5,13,26,1,26,36819,13.4,17,29.2,9.8,5,6.9,95.05961595915153,44.81381895217143,3,35.30785735625628,70.61571471251256,2.7159890274043295,70.61571471251256
97530,OR,26,14,7.75,7,13,1,10,8173,10.2,9,13.1,5,2.1,5.7,171.2957298421632,94.82442187691179,4,85.6478649210816,159.06032056772298,12.23540927444023,122.3540927444023
97532,OR,3,1,0.25,0,1,0,0,2359,17.7,15.8,15,12,0,10,42.3908435777872,10.5977108944468,1,0,42.3908435777872,0,0
97535,OR,12,5,2.25,1,4,0,4,4968,25.2,22.2,31.3,7.3,1.1,3.9,100.64412238325282,45.289855072463766,3,20.128824476650564,80.51529790660226,0,80.51529790660226
97536,OR,2,1,0.5,0,1,1,0,1116,18.5,15.4,34.7,5.4,0,2.3,89.60573476702508,44.80286738351254,3,0,89.60573476702508,89.60573476702508,0
97537,OR,21,7,3.25,3,5,0,5,6820,10.2,9.6,27.6,5.1,0.6,8.8,102.63929618768329,47.65395894428153,3,43.988269794721404,73.31378299120234,0,73.31378299120234
97538,OR,1,0,0,0,0,0,0,1989,7.9,6.3,46.5,10.8,0,9.9,0,0,1,0,0,0,0
97539,OR,4,2,0.5,0,2,0,0,3227,23.4,12.4,18.7,18.6,5.2,5.3,61.97706848466068,15.49426712116517,1,0,61.97706848466068,0,0
97540,OR,20,7,4.5,4,7,2,5,8401,11.3,23,24.5,6.1,3.9,4.8,83.32341387930008,53.56505177955005,3,47.613379359600046,83.32341387930008,23.806689679800023,59.51672419950006
97541,OR,1,0,0,0,0,0,0,1505,38.3,1.7,34.6,9.3,7.5,3.3,0,0,1,0,0,0,0
97544,OR,7,1,0.25,0,1,0,0,2046,11.6,8.6,34.6,7,11.9,3.7,48.87585532746823,12.218963831867057,1,0,48.87585532746823,0,0
97601,OR,114,41,18.75,19,33,1,22,22967,16.8,22.2,34.2,12.2,6.9,8.2,178.51700265598467,81.63887316584665,4,82.7273914747246,143.6844167718901,4.354073235511821,95.78961118126007
