ZCTA,class,n,freq,primary_org_cat
00000,Arts & Cultural,27,0.04047976011994003,NA
00000,Community,20,0.029985007496251874,NA
00000,Economic,9,0.013493253373313344,NA
00000,Education,65,0.09745127436281859,NA
00000,Foundations,41,0.06146926536731634,NA
00000,Healthcare,18,0.026986506746626688,NA
00000,Hobby & Sports,24,0.035982008995502246,NA
00000,Housing,7,0.010494752623688156,NA
00000,Political,16,0.0239880059970015,NA
00000,Professional,39,0.05847076461769116,NA
00000,Religious,77,0.11544227886056972,NA
00000,Research & Think Tank,82,0.12293853073463268,NA
00000,Social & Fraternal,58,0.08695652173913043,NA
00000,Unions,3,0.004497751124437781,NA
00000,Youth,10,0.014992503748125937,NA
00000,NA,171,0.2563718140929535,NA
00501,NA,1,1,NA
00602,NA,1,1,NA
00603,Hobby & Sports,1,1,Hobby & Sports
00604,NA,1,1,NA
00612,Religious,1,0.5,Religious
00612,NA,1,0.5,Religious
00623,Social & Fraternal,2,1,Social & Fraternal
00627,Unions,1,1,Unions
00637,NA,1,1,NA
00641,NA,1,1,NA
00646,Religious,1,0.125,NA
00646,NA,7,0.875,NA
00647,Social & Fraternal,1,1,Social & Fraternal
00650,NA,1,1,NA
00662,NA,1,1,NA
00674,NA,1,1,NA
00676,NA,1,1,NA
00677,Foundations,1,0.5,Foundations
00677,NA,1,0.5,Foundations
00680,Social & Fraternal,1,0.5,Social & Fraternal
00680,NA,1,0.5,Social & Fraternal
00681,NA,1,1,NA
00682,Professional,1,0.3333333333333333,NA
00682,NA,2,0.6666666666666666,NA
00683,NA,2,1,NA
00692,Religious,1,0.5,Religious
00692,NA,1,0.5,Religious
00693,NA,1,1,NA
00698,Religious,1,0.5,Religious
00698,NA,1,0.5,Religious
00703,NA,1,1,NA
00716,NA,2,1,NA
00717,NA,1,1,NA
00718,NA,2,1,NA
00725,Education,1,0.3333333333333333,NA
00725,NA,2,0.6666666666666666,NA
00730,Education,1,0.3333333333333333,Education
00730,Social & Fraternal,1,0.3333333333333333,Education
00730,Unions,1,0.3333333333333333,Education
00733,NA,1,1,NA
00765,NA,4,1,NA
00769,NA,1,1,NA
00772,NA,1,1,NA
00773,NA,2,1,NA
00778,NA,3,1,NA
00780,Education,1,1,Education
00784,NA,1,1,NA
00791,NA,4,1,NA
00801,NA,3,1,NA
00802,NA,28,1,NA
00820,NA,13,1,NA
00830,NA,2,1,NA
00840,NA,4,1,NA
00850,Education,1,0.3333333333333333,Education
00850,Religious,1,0.3333333333333333,Education
00850,Social & Fraternal,1,0.3333333333333333,Education
00901,NA,9,1,NA
00907,Economic,1,0.07692307692307693,NA
00907,Healthcare,1,0.07692307692307693,NA
00907,NA,11,0.8461538461538461,NA
00909,Arts & Cultural,1,0.2,Unions
00909,Education,1,0.2,Unions
00909,Unions,2,0.4,Unions
00909,NA,1,0.2,Unions
00911,Housing,1,0.25,Housing
00911,Political,1,0.25,Housing
00911,Professional,1,0.25,Housing
00911,Religious,1,0.25,Housing
00913,Religious,1,1,Religious
00917,Education,1,0.3333333333333333,NA
00917,NA,2,0.6666666666666666,NA
00918,NA,9,1,NA
00919,NA,2,1,NA
00920,NA,5,1,NA
00921,NA,2,1,NA
00923,NA,2,1,NA
00924,NA,1,1,NA
00925,Education,1,0.14285714285714285,NA
00925,NA,6,0.8571428571428571,NA
00926,Education,1,0.1,NA
00926,Hobby & Sports,1,0.1,NA
00926,Religious,1,0.1,NA
00926,Social & Fraternal,1,0.1,NA
00926,NA,6,0.6,NA
00927,NA,4,1,NA
00929,NA,1,1,NA
00931,NA,1,1,NA
00936,NA,1,1,NA
00953,NA,1,1,NA
00956,NA,2,1,NA
00959,Religious,1,0.5,Religious
00959,NA,1,0.5,Religious
00962,NA,2,1,NA
00965,NA,1,1,NA
00966,NA,2,1,NA
00968,NA,4,1,NA
00969,Religious,1,0.2,NA
00969,NA,4,0.8,NA
00976,NA,1,1,NA
00979,Foundations,1,0.3333333333333333,NA
00979,NA,2,0.6666666666666666,NA
00983,Hobby & Sports,1,0.14285714285714285,Unions
00983,Religious,1,0.14285714285714285,Unions
00983,Unions,5,0.7142857142857143,Unions
00984,NA,2,1,NA
01001,Arts & Cultural,1,0.058823529411764705,Hobby & Sports
01001,Community,1,0.058823529411764705,Hobby & Sports
01001,Education,2,0.11764705882352941,Hobby & Sports
01001,Foundations,1,0.058823529411764705,Hobby & Sports
01001,Hobby & Sports,3,0.17647058823529413,Hobby & Sports
01001,Professional,3,0.17647058823529413,Hobby & Sports
01001,Religious,2,0.11764705882352941,Hobby & Sports
01001,Social & Fraternal,3,0.17647058823529413,Hobby & Sports
01001,Youth,1,0.058823529411764705,Hobby & Sports
01002,Arts & Cultural,6,0.0967741935483871,NA
01002,Community,2,0.03225806451612903,NA
01002,Economic,4,0.06451612903225806,NA
01002,Education,4,0.06451612903225806,NA
01002,Foundations,3,0.04838709677419355,NA
01002,Healthcare,3,0.04838709677419355,NA
01002,Hobby & Sports,5,0.08064516129032258,NA
01002,Political,1,0.016129032258064516,NA
01002,Professional,1,0.016129032258064516,NA
01002,Religious,6,0.0967741935483871,NA
01002,Research & Think Tank,7,0.11290322580645161,NA
01002,Social & Fraternal,7,0.11290322580645161,NA
01002,Unions,1,0.016129032258064516,NA
01002,Youth,1,0.016129032258064516,NA
01002,NA,11,0.1774193548387097,NA
01003,Social & Fraternal,5,0.3125,NA
01003,NA,11,0.6875,NA
01004,Research & Think Tank,1,0.3333333333333333,NA
01004,NA,2,0.6666666666666666,NA
01005,Political,2,0.14285714285714285,NA
01005,Professional,1,0.07142857142857142,NA
01005,Religious,2,0.14285714285714285,NA
01005,Social & Fraternal,1,0.07142857142857142,NA
01005,Unions,2,0.14285714285714285,NA
01005,Youth,1,0.07142857142857142,NA
01005,NA,5,0.35714285714285715,NA
01007,Arts & Cultural,1,0.04,Hobby & Sports
01007,Education,2,0.08,Hobby & Sports
01007,Foundations,1,0.04,Hobby & Sports
01007,Hobby & Sports,4,0.16,Hobby & Sports
01007,Political,2,0.08,Hobby & Sports
01007,Professional,1,0.04,Hobby & Sports
01007,Religious,3,0.12,Hobby & Sports
01007,Social & Fraternal,3,0.12,Hobby & Sports
01007,Unions,1,0.04,Hobby & Sports
01007,Youth,3,0.12,Hobby & Sports
01007,NA,4,0.16,Hobby & Sports
01008,Research & Think Tank,1,1,Research & Think Tank
01010,Arts & Cultural,1,0.125,Hobby & Sports
01010,Hobby & Sports,2,0.25,Hobby & Sports
01010,Religious,1,0.125,Hobby & Sports
01010,Social & Fraternal,1,0.125,Hobby & Sports
01010,Unions,1,0.125,Hobby & Sports
01010,Youth,2,0.25,Hobby & Sports
01011,Community,1,0.25,Community
01011,Economic,1,0.25,Community
01011,Research & Think Tank,1,0.25,Community
01011,Social & Fraternal,1,0.25,Community
01013,Community,1,0.043478260869565216,Unions
01013,Economic,1,0.043478260869565216,Unions
01013,Education,2,0.08695652173913043,Unions
01013,Political,1,0.043478260869565216,Unions
01013,Religious,1,0.043478260869565216,Unions
01013,Social & Fraternal,5,0.21739130434782608,Unions
01013,Unions,12,0.5217391304347826,Unions
01020,Education,1,0.05555555555555555,Social & Fraternal
01020,Foundations,2,0.1111111111111111,Social & Fraternal
01020,Healthcare,1,0.05555555555555555,Social & Fraternal
01020,Hobby & Sports,1,0.05555555555555555,Social & Fraternal
01020,Housing,2,0.1111111111111111,Social & Fraternal
01020,Religious,2,0.1111111111111111,Social & Fraternal
01020,Social & Fraternal,5,0.2777777777777778,Social & Fraternal
01020,Unions,1,0.05555555555555555,Social & Fraternal
01020,NA,3,0.16666666666666666,Social & Fraternal
01022,NA,1,1,NA
01026,Hobby & Sports,1,0.5,Hobby & Sports
01026,Research & Think Tank,1,0.5,Hobby & Sports
01027,Arts & Cultural,5,0.2,Arts & Cultural
01027,Economic,2,0.08,Arts & Cultural
01027,Education,2,0.08,Arts & Cultural
01027,Healthcare,1,0.04,Arts & Cultural
01027,Hobby & Sports,2,0.08,Arts & Cultural
01027,Political,2,0.08,Arts & Cultural
01027,Professional,1,0.04,Arts & Cultural
01027,Religious,5,0.2,Arts & Cultural
01027,Research & Think Tank,1,0.04,Arts & Cultural
01027,Social & Fraternal,3,0.12,Arts & Cultural
01027,NA,1,0.04,Arts & Cultural
01028,Arts & Cultural,2,0.07692307692307693,Social & Fraternal
01028,Community,1,0.038461538461538464,Social & Fraternal
01028,Education,3,0.11538461538461539,Social & Fraternal
01028,Foundations,1,0.038461538461538464,Social & Fraternal
01028,Hobby & Sports,3,0.11538461538461539,Social & Fraternal
01028,Professional,1,0.038461538461538464,Social & Fraternal
01028,Religious,1,0.038461538461538464,Social & Fraternal
01028,Social & Fraternal,8,0.3076923076923077,Social & Fraternal
01028,Unions,1,0.038461538461538464,Social & Fraternal
01028,Youth,1,0.038461538461538464,Social & Fraternal
01028,NA,4,0.15384615384615385,Social & Fraternal
01030,Healthcare,1,0.0625,Social & Fraternal
01030,Hobby & Sports,3,0.1875,Social & Fraternal
01030,Professional,2,0.125,Social & Fraternal
01030,Religious,2,0.125,Social & Fraternal
01030,Social & Fraternal,4,0.25,Social & Fraternal
01030,Unions,1,0.0625,Social & Fraternal
01030,Youth,1,0.0625,Social & Fraternal
01030,NA,2,0.125,Social & Fraternal
01031,Community,1,1,Community
01033,Community,3,0.375,Community
01033,Education,1,0.125,Community
01033,Social & Fraternal,1,0.125,Community
01033,NA,3,0.375,Community
01034,Community,1,1,Community
01035,Hobby & Sports,4,0.4444444444444444,Hobby & Sports
01035,Religious,1,0.1111111111111111,Hobby & Sports
01035,Research & Think Tank,1,0.1111111111111111,Hobby & Sports
01035,Unions,1,0.1111111111111111,Hobby & Sports
01035,Youth,2,0.2222222222222222,Hobby & Sports
01036,Arts & Cultural,1,0.1,Social & Fraternal
01036,Education,2,0.2,Social & Fraternal
01036,Housing,2,0.2,Social & Fraternal
01036,Research & Think Tank,1,0.1,Social & Fraternal
01036,Social & Fraternal,3,0.3,Social & Fraternal
01036,Youth,1,0.1,Social & Fraternal
01038,Community,1,0.07692307692307693,Hobby & Sports
01038,Economic,1,0.07692307692307693,Hobby & Sports
01038,Healthcare,1,0.07692307692307693,Hobby & Sports
01038,Hobby & Sports,4,0.3076923076923077,Hobby & Sports
01038,Political,1,0.07692307692307693,Hobby & Sports
01038,Religious,1,0.07692307692307693,Hobby & Sports
01038,Social & Fraternal,1,0.07692307692307693,Hobby & Sports
01038,Unions,1,0.07692307692307693,Hobby & Sports
01038,Youth,1,0.07692307692307693,Hobby & Sports
01038,NA,1,0.07692307692307693,Hobby & Sports
01039,Arts & Cultural,1,0.5,Arts & Cultural
01039,Community,1,0.5,Arts & Cultural
01040,Arts & Cultural,3,0.058823529411764705,Religious
01040,Community,3,0.058823529411764705,Religious
01040,Economic,3,0.058823529411764705,Religious
01040,Education,5,0.09803921568627451,Religious
01040,Healthcare,3,0.058823529411764705,Religious
01040,Hobby & Sports,1,0.0196078431372549,Religious
01040,Housing,3,0.058823529411764705,Religious
01040,Political,2,0.0392156862745098,Religious
01040,Professional,1,0.0196078431372549,Religious
01040,Religious,8,0.1568627450980392,Religious
01040,Research & Think Tank,4,0.0784313725490196,Religious
01040,Social & Fraternal,7,0.13725490196078433,Religious
01040,Unions,2,0.0392156862745098,Religious
01040,Youth,2,0.0392156862745098,Religious
01040,NA,4,0.0784313725490196,Religious
01050,Social & Fraternal,1,0.3333333333333333,Social & Fraternal
01050,Unions,1,0.3333333333333333,Social & Fraternal
01050,Youth,1,0.3333333333333333,Social & Fraternal
01053,Arts & Cultural,1,0.3333333333333333,NA
01053,NA,2,0.6666666666666666,NA
01054,Arts & Cultural,1,0.125,Education
01054,Economic,1,0.125,Education
01054,Education,2,0.25,Education
01054,Foundations,1,0.125,Education
01054,Professional,1,0.125,Education
01054,Religious,1,0.125,Education
01054,Unions,1,0.125,Education
01056,Community,1,0.047619047619047616,Social & Fraternal
01056,Education,1,0.047619047619047616,Social & Fraternal
01056,Hobby & Sports,2,0.09523809523809523,Social & Fraternal
01056,Religious,3,0.14285714285714285,Social & Fraternal
01056,Research & Think Tank,1,0.047619047619047616,Social & Fraternal
01056,Social & Fraternal,10,0.47619047619047616,Social & Fraternal
01056,Unions,1,0.047619047619047616,Social & Fraternal
01056,NA,2,0.09523809523809523,Social & Fraternal
01057,Arts & Cultural,1,0.1111111111111111,Social & Fraternal
01057,Community,1,0.1111111111111111,Social & Fraternal
01057,Education,1,0.1111111111111111,Social & Fraternal
01057,Foundations,1,0.1111111111111111,Social & Fraternal
01057,Hobby & Sports,1,0.1111111111111111,Social & Fraternal
01057,Professional,1,0.1111111111111111,Social & Fraternal
01057,Religious,1,0.1111111111111111,Social & Fraternal
01057,Social & Fraternal,2,0.2222222222222222,Social & Fraternal
01060,Arts & Cultural,13,0.2549019607843137,Arts & Cultural
01060,Community,2,0.0392156862745098,Arts & Cultural
01060,Education,3,0.058823529411764705,Arts & Cultural
01060,Foundations,1,0.0196078431372549,Arts & Cultural
01060,Healthcare,5,0.09803921568627451,Arts & Cultural
01060,Hobby & Sports,2,0.0392156862745098,Arts & Cultural
01060,Housing,2,0.0392156862745098,Arts & Cultural
01060,Political,4,0.0784313725490196,Arts & Cultural
01060,Professional,5,0.09803921568627451,Arts & Cultural
01060,Religious,5,0.09803921568627451,Arts & Cultural
01060,Research & Think Tank,3,0.058823529411764705,Arts & Cultural
01060,Social & Fraternal,2,0.0392156862745098,Arts & Cultural
01060,Unions,1,0.0196078431372549,Arts & Cultural
01060,Youth,2,0.0392156862745098,Arts & Cultural
01060,NA,1,0.0196078431372549,Arts & Cultural
01062,Arts & Cultural,2,0.1111111111111111,Healthcare
01062,Economic,1,0.05555555555555555,Healthcare
01062,Education,2,0.1111111111111111,Healthcare
01062,Healthcare,4,0.2222222222222222,Healthcare
01062,Hobby & Sports,2,0.1111111111111111,Healthcare
01062,Political,2,0.1111111111111111,Healthcare
01062,Professional,1,0.05555555555555555,Healthcare
01062,Religious,2,0.1111111111111111,Healthcare
01062,Research & Think Tank,1,0.05555555555555555,Healthcare
01062,Social & Fraternal,1,0.05555555555555555,Healthcare
01063,Education,1,1,Education
01068,Community,1,0.5,Community
01068,Hobby & Sports,1,0.5,Community
01069,Education,3,0.25,NA
01069,Foundations,1,0.08333333333333333,NA
01069,Social & Fraternal,3,0.25,NA
01069,Unions,1,0.08333333333333333,NA
01069,NA,4,0.3333333333333333,NA
01070,Arts & Cultural,1,0.3333333333333333,Arts & Cultural
01070,Economic,1,0.3333333333333333,Arts & Cultural
01070,Youth,1,0.3333333333333333,Arts & Cultural
01071,Religious,1,0.3333333333333333,Religious
01071,Social & Fraternal,1,0.3333333333333333,Religious
01071,NA,1,0.3333333333333333,Religious
01072,Arts & Cultural,1,1,Arts & Cultural
01073,Hobby & Sports,1,0.16666666666666666,Research & Think Tank
01073,Professional,1,0.16666666666666666,Research & Think Tank
01073,Research & Think Tank,2,0.3333333333333333,Research & Think Tank
01073,Unions,1,0.16666666666666666,Research & Think Tank
01073,NA,1,0.16666666666666666,Research & Think Tank
01075,Arts & Cultural,3,0.022900763358778626,Social & Fraternal
01075,Community,1,0.007633587786259542,Social & Fraternal
01075,Education,3,0.022900763358778626,Social & Fraternal
01075,Hobby & Sports,4,0.030534351145038167,Social & Fraternal
01075,Professional,2,0.015267175572519083,Social & Fraternal
01075,Religious,3,0.022900763358778626,Social & Fraternal
01075,Research & Think Tank,2,0.015267175572519083,Social & Fraternal
01075,Social & Fraternal,112,0.8549618320610687,Social & Fraternal
01075,NA,1,0.007633587786259542,Social & Fraternal
01077,Community,1,0.06666666666666667,Hobby & Sports
01077,Economic,1,0.06666666666666667,Hobby & Sports
01077,Education,2,0.13333333333333333,Hobby & Sports
01077,Hobby & Sports,4,0.26666666666666666,Hobby & Sports
01077,Religious,1,0.06666666666666667,Hobby & Sports
01077,Social & Fraternal,3,0.2,Hobby & Sports
01077,Unions,1,0.06666666666666667,Hobby & Sports
01077,NA,2,0.13333333333333333,Hobby & Sports
01081,Social & Fraternal,1,1,Social & Fraternal
01082,Arts & Cultural,1,0.05263157894736842,Social & Fraternal
01082,Education,1,0.05263157894736842,Social & Fraternal
01082,Hobby & Sports,2,0.10526315789473684,Social & Fraternal
01082,Religious,3,0.15789473684210525,Social & Fraternal
01082,Social & Fraternal,8,0.42105263157894735,Social & Fraternal
01082,Youth,3,0.15789473684210525,Social & Fraternal
01082,NA,1,0.05263157894736842,Social & Fraternal
01083,NA,1,1,NA
01085,Arts & Cultural,4,0.09523809523809523,Education
01085,Community,2,0.047619047619047616,Education
01085,Economic,1,0.023809523809523808,Education
01085,Education,5,0.11904761904761904,Education
01085,Foundations,1,0.023809523809523808,Education
01085,Healthcare,2,0.047619047619047616,Education
01085,Hobby & Sports,5,0.11904761904761904,Education
01085,Political,1,0.023809523809523808,Education
01085,Professional,2,0.047619047619047616,Education
01085,Religious,2,0.047619047619047616,Education
01085,Research & Think Tank,3,0.07142857142857142,Education
01085,Social & Fraternal,3,0.07142857142857142,Education
01085,Unions,4,0.09523809523809523,Education
01085,Youth,2,0.047619047619047616,Education
01085,NA,5,0.11904761904761904,Education
01086,NA,1,1,NA
01088,Arts & Cultural,1,0.5,Arts & Cultural
01088,NA,1,0.5,Arts & Cultural
01089,Arts & Cultural,4,0.13333333333333333,Social & Fraternal
01089,Community,1,0.03333333333333333,Social & Fraternal
01089,Education,1,0.03333333333333333,Social & Fraternal
01089,Foundations,1,0.03333333333333333,Social & Fraternal
01089,Healthcare,2,0.06666666666666667,Social & Fraternal
01089,Hobby & Sports,2,0.06666666666666667,Social & Fraternal
01089,Housing,1,0.03333333333333333,Social & Fraternal
01089,Professional,2,0.06666666666666667,Social & Fraternal
01089,Religious,4,0.13333333333333333,Social & Fraternal
01089,Research & Think Tank,1,0.03333333333333333,Social & Fraternal
01089,Social & Fraternal,7,0.23333333333333334,Social & Fraternal
01089,Unions,2,0.06666666666666667,Social & Fraternal
01089,Youth,1,0.03333333333333333,Social & Fraternal
01089,NA,1,0.03333333333333333,Social & Fraternal
01093,Economic,1,1,Economic
01095,Arts & Cultural,1,0.04,Social & Fraternal
01095,Community,1,0.04,Social & Fraternal
01095,Education,4,0.16,Social & Fraternal
01095,Hobby & Sports,4,0.16,Social & Fraternal
01095,Housing,1,0.04,Social & Fraternal
01095,Professional,3,0.12,Social & Fraternal
01095,Social & Fraternal,7,0.28,Social & Fraternal
01095,Unions,2,0.08,Social & Fraternal
01095,Youth,1,0.04,Social & Fraternal
01095,NA,1,0.04,Social & Fraternal
01096,Education,1,0.3333333333333333,Education
01096,Research & Think Tank,1,0.3333333333333333,Education
01096,Social & Fraternal,1,0.3333333333333333,Education
01101,Religious,1,1,Religious
01102,NA,1,1,NA
01103,Arts & Cultural,3,0.07894736842105263,NA
01103,Community,1,0.02631578947368421,NA
01103,Economic,3,0.07894736842105263,NA
01103,Education,4,0.10526315789473684,NA
01103,Hobby & Sports,1,0.02631578947368421,NA
01103,Political,1,0.02631578947368421,NA
01103,Professional,6,0.15789473684210525,NA
01103,Religious,2,0.05263157894736842,NA
01103,Social & Fraternal,4,0.10526315789473684,NA
01103,Unions,1,0.02631578947368421,NA
01103,Youth,4,0.10526315789473684,NA
01103,NA,8,0.21052631578947367,NA
01104,Community,1,0.025,Unions
01104,Economic,1,0.025,Unions
01104,Education,1,0.025,Unions
01104,Hobby & Sports,3,0.075,Unions
01104,Housing,2,0.05,Unions
01104,Professional,4,0.1,Unions
01104,Religious,7,0.175,Unions
01104,Social & Fraternal,6,0.15,Unions
01104,Unions,12,0.3,Unions
01104,NA,3,0.075,Unions
01105,Arts & Cultural,1,0.041666666666666664,Religious
01105,Community,2,0.08333333333333333,Religious
01105,Economic,2,0.08333333333333333,Religious
01105,Education,3,0.125,Religious
01105,Healthcare,4,0.16666666666666666,Religious
01105,Hobby & Sports,2,0.08333333333333333,Religious
01105,Housing,1,0.041666666666666664,Religious
01105,Professional,1,0.041666666666666664,Religious
01105,Religious,5,0.20833333333333334,Religious
01105,Unions,1,0.041666666666666664,Religious
01105,NA,2,0.08333333333333333,Religious
01106,Arts & Cultural,2,0.09090909090909091,Hobby & Sports
01106,Education,3,0.13636363636363635,Hobby & Sports
01106,Healthcare,2,0.09090909090909091,Hobby & Sports
01106,Hobby & Sports,4,0.18181818181818182,Hobby & Sports
01106,Political,2,0.09090909090909091,Hobby & Sports
01106,Religious,1,0.045454545454545456,Hobby & Sports
01106,Social & Fraternal,3,0.13636363636363635,Hobby & Sports
01106,Unions,3,0.13636363636363635,Hobby & Sports
01106,Youth,2,0.09090909090909091,Hobby & Sports
01107,Housing,1,0.25,Housing
01107,Political,1,0.25,Housing
01107,Religious,1,0.25,Housing
01107,Social & Fraternal,1,0.25,Housing
01108,Arts & Cultural,2,0.09090909090909091,Social & Fraternal
01108,Education,1,0.045454545454545456,Social & Fraternal
01108,Hobby & Sports,2,0.09090909090909091,Social & Fraternal
01108,Professional,1,0.045454545454545456,Social & Fraternal
01108,Religious,4,0.18181818181818182,Social & Fraternal
01108,Research & Think Tank,1,0.045454545454545456,Social & Fraternal
01108,Social & Fraternal,5,0.22727272727272727,Social & Fraternal
01108,Unions,1,0.045454545454545456,Social & Fraternal
01108,Youth,5,0.22727272727272727,Social & Fraternal
01109,Foundations,1,0.058823529411764705,Housing
01109,Healthcare,1,0.058823529411764705,Housing
01109,Housing,3,0.17647058823529413,Housing
01109,Professional,1,0.058823529411764705,Housing
01109,Religious,3,0.17647058823529413,Housing
01109,Social & Fraternal,2,0.11764705882352941,Housing
01109,Unions,3,0.17647058823529413,Housing
01109,Youth,2,0.11764705882352941,Housing
01109,NA,1,0.058823529411764705,Housing
01111,Hobby & Sports,2,1,Hobby & Sports
01115,Arts & Cultural,1,0.5,Arts & Cultural
01115,Social & Fraternal,1,0.5,Arts & Cultural
01118,Community,1,0.06666666666666667,Social & Fraternal
01118,Education,1,0.06666666666666667,Social & Fraternal
01118,Healthcare,2,0.13333333333333333,Social & Fraternal
01118,Hobby & Sports,2,0.13333333333333333,Social & Fraternal
01118,Professional,1,0.06666666666666667,Social & Fraternal
01118,Religious,3,0.2,Social & Fraternal
01118,Social & Fraternal,5,0.3333333333333333,Social & Fraternal
01119,Community,1,0.08333333333333333,NA
01119,Religious,2,0.16666666666666666,NA
01119,Social & Fraternal,1,0.08333333333333333,NA
01119,Youth,2,0.16666666666666666,NA
01119,NA,6,0.5,NA
01128,Unions,1,1,Unions
01129,Education,2,0.5,Education
01129,Hobby & Sports,1,0.25,Education
01129,Religious,1,0.25,Education
01144,Foundations,1,0.25,Healthcare
01144,Healthcare,2,0.5,Healthcare
01144,Research & Think Tank,1,0.25,Healthcare
01151,Community,1,0.16666666666666666,NA
01151,Hobby & Sports,1,0.16666666666666666,NA
01151,Social & Fraternal,1,0.16666666666666666,NA
01151,Unions,1,0.16666666666666666,NA
01151,NA,2,0.3333333333333333,NA
01199,Healthcare,1,0.5,Healthcare
01199,Hobby & Sports,1,0.5,Healthcare
01201,Arts & Cultural,8,0.09302325581395349,Hobby & Sports
01201,Community,5,0.05813953488372093,Hobby & Sports
01201,Economic,6,0.06976744186046512,Hobby & Sports
01201,Education,4,0.046511627906976744,Hobby & Sports
01201,Foundations,1,0.011627906976744186,Hobby & Sports
01201,Healthcare,11,0.12790697674418605,Hobby & Sports
01201,Hobby & Sports,13,0.1511627906976744,Hobby & Sports
01201,Housing,4,0.046511627906976744,Hobby & Sports
01201,Political,2,0.023255813953488372,Hobby & Sports
01201,Professional,4,0.046511627906976744,Hobby & Sports
01201,Religious,10,0.11627906976744186,Hobby & Sports
01201,Research & Think Tank,2,0.023255813953488372,Hobby & Sports
01201,Social & Fraternal,6,0.06976744186046512,Hobby & Sports
01201,Unions,1,0.011627906976744186,Hobby & Sports
01201,Youth,6,0.06976744186046512,Hobby & Sports
01201,NA,3,0.03488372093023256,Hobby & Sports
01213,NA,1,1,NA
01220,Arts & Cultural,2,0.14285714285714285,Social & Fraternal
01220,Economic,3,0.21428571428571427,Social & Fraternal
01220,Hobby & Sports,3,0.21428571428571427,Social & Fraternal
01220,Professional,1,0.07142857142857142,Social & Fraternal
01220,Social & Fraternal,4,0.2857142857142857,Social & Fraternal
01220,NA,1,0.07142857142857142,Social & Fraternal
01222,Hobby & Sports,1,1,Hobby & Sports
01223,Community,1,0.5,Community
01223,Youth,1,0.5,Community
01225,Religious,1,0.3333333333333333,Social & Fraternal
01225,Social & Fraternal,2,0.6666666666666666,Social & Fraternal
01226,Arts & Cultural,3,0.16666666666666666,Social & Fraternal
01226,Education,1,0.05555555555555555,Social & Fraternal
01226,Healthcare,1,0.05555555555555555,Social & Fraternal
01226,Hobby & Sports,1,0.05555555555555555,Social & Fraternal
01226,Religious,3,0.16666666666666666,Social & Fraternal
01226,Research & Think Tank,1,0.05555555555555555,Social & Fraternal
01226,Social & Fraternal,7,0.3888888888888889,Social & Fraternal
01226,NA,1,0.05555555555555555,Social & Fraternal
01230,Arts & Cultural,4,0.125,Arts & Cultural
01230,Community,3,0.09375,Arts & Cultural
01230,Education,2,0.0625,Arts & Cultural
01230,Healthcare,3,0.09375,Arts & Cultural
01230,Hobby & Sports,3,0.09375,Arts & Cultural
01230,Housing,1,0.03125,Arts & Cultural
01230,Professional,1,0.03125,Arts & Cultural
01230,Religious,2,0.0625,Arts & Cultural
01230,Research & Think Tank,4,0.125,Arts & Cultural
01230,Social & Fraternal,4,0.125,Arts & Cultural
01230,Unions,1,0.03125,Arts & Cultural
01230,NA,4,0.125,Arts & Cultural
01235,Education,1,0.16666666666666666,Social & Fraternal
01235,Healthcare,1,0.16666666666666666,Social & Fraternal
01235,Social & Fraternal,2,0.3333333333333333,Social & Fraternal
01235,NA,2,0.3333333333333333,Social & Fraternal
01236,Education,2,0.6666666666666666,Education
01236,NA,1,0.3333333333333333,Education
01237,Arts & Cultural,2,0.5,Arts & Cultural
01237,Housing,1,0.25,Arts & Cultural
01237,Unions,1,0.25,Arts & Cultural
01238,Arts & Cultural,2,0.2,Arts & Cultural
01238,Community,1,0.1,Arts & Cultural
01238,Education,2,0.2,Arts & Cultural
01238,Healthcare,1,0.1,Arts & Cultural
01238,Religious,1,0.1,Arts & Cultural
01238,Research & Think Tank,1,0.1,Arts & Cultural
01238,Social & Fraternal,1,0.1,Arts & Cultural
01238,Unions,1,0.1,Arts & Cultural
01240,Arts & Cultural,3,0.3,Arts & Cultural
01240,Education,1,0.1,Arts & Cultural
01240,Healthcare,1,0.1,Arts & Cultural
01240,Hobby & Sports,2,0.2,Arts & Cultural
01240,Research & Think Tank,1,0.1,Arts & Cultural
01240,Social & Fraternal,1,0.1,Arts & Cultural
01240,NA,1,0.1,Arts & Cultural
01243,NA,1,1,NA
01247,Arts & Cultural,3,0.09090909090909091,Religious
01247,Community,1,0.030303030303030304,Religious
01247,Economic,2,0.06060606060606061,Religious
01247,Healthcare,1,0.030303030303030304,Religious
01247,Hobby & Sports,3,0.09090909090909091,Religious
01247,Housing,2,0.06060606060606061,Religious
01247,Professional,1,0.030303030303030304,Religious
01247,Religious,6,0.18181818181818182,Religious
01247,Research & Think Tank,1,0.030303030303030304,Religious
01247,Social & Fraternal,5,0.15151515151515152,Religious
01247,Unions,2,0.06060606060606061,Religious
01247,Youth,1,0.030303030303030304,Religious
01247,NA,5,0.15151515151515152,Religious
01253,NA,1,1,NA
01254,Social & Fraternal,1,0.5,Social & Fraternal
01254,Youth,1,0.5,Social & Fraternal
01256,Foundations,1,0.25,Foundations
01256,Housing,1,0.25,Foundations
01256,Unions,1,0.25,Foundations
01256,NA,1,0.25,Foundations
01257,Community,1,0.1,Research & Think Tank
01257,Economic,1,0.1,Research & Think Tank
01257,Healthcare,1,0.1,Research & Think Tank
01257,Political,1,0.1,Research & Think Tank
