ZCTA,class,n,freq,primary_org_cat
98596,NA,1,0.25,Hobby & Sports
98597,Community,1,0.058823529411764705,Religious
98597,Economic,2,0.11764705882352941,Religious
98597,Hobby & Sports,2,0.11764705882352941,Religious
98597,Political,1,0.058823529411764705,Religious
98597,Religious,5,0.29411764705882354,Religious
98597,Social & Fraternal,4,0.23529411764705882,Religious
98597,Unions,1,0.058823529411764705,Religious
98597,NA,1,0.058823529411764705,Religious
98601,Religious,1,0.2,NA
98601,Research & Think Tank,1,0.2,NA
98601,Social & Fraternal,1,0.2,NA
98601,NA,2,0.4,NA
98602,Arts & Cultural,1,1,Arts & Cultural
98603,Hobby & Sports,1,1,Hobby & Sports
98604,Arts & Cultural,1,0.03225806451612903,NA
98604,Community,1,0.03225806451612903,NA
98604,Economic,1,0.03225806451612903,NA
98604,Healthcare,1,0.03225806451612903,NA
98604,Hobby & Sports,5,0.16129032258064516,NA
98604,Professional,2,0.06451612903225806,NA
98604,Religious,6,0.1935483870967742,NA
98604,Social & Fraternal,2,0.06451612903225806,NA
98604,NA,12,0.3870967741935484,NA
98605,Education,1,0.5,Education
98605,Youth,1,0.5,Education
98606,Economic,1,0.07142857142857142,Religious
98606,Education,1,0.07142857142857142,Religious
98606,Healthcare,1,0.07142857142857142,Religious
98606,Professional,2,0.14285714285714285,Religious
98606,Religious,4,0.2857142857142857,Religious
98606,Unions,1,0.07142857142857142,Religious
98606,Youth,2,0.14285714285714285,Religious
98606,NA,2,0.14285714285714285,Religious
98607,Arts & Cultural,2,0.04878048780487805,NA
98607,Community,1,0.024390243902439025,NA
98607,Education,2,0.04878048780487805,NA
98607,Foundations,1,0.024390243902439025,NA
98607,Healthcare,2,0.04878048780487805,NA
98607,Hobby & Sports,3,0.07317073170731707,NA
98607,Religious,8,0.1951219512195122,NA
98607,Research & Think Tank,1,0.024390243902439025,NA
98607,Social & Fraternal,4,0.0975609756097561,NA
98607,Youth,2,0.04878048780487805,NA
98607,NA,15,0.36585365853658536,NA
98611,Arts & Cultural,1,0.2,Arts & Cultural
98611,Hobby & Sports,1,0.2,Arts & Cultural
98611,Religious,1,0.2,Arts & Cultural
98611,Social & Fraternal,1,0.2,Arts & Cultural
98611,Unions,1,0.2,Arts & Cultural
98612,Social & Fraternal,1,0.5,Social & Fraternal
98612,NA,1,0.5,Social & Fraternal
98613,Foundations,1,0.5,Foundations
98613,Unions,1,0.5,Foundations
98617,Religious,1,1,Religious
98620,Community,2,0.07142857142857142,NA
98620,Economic,1,0.03571428571428571,NA
98620,Healthcare,1,0.03571428571428571,NA
98620,Professional,2,0.07142857142857142,NA
98620,Religious,2,0.07142857142857142,NA
98620,Research & Think Tank,2,0.07142857142857142,NA
98620,Social & Fraternal,7,0.25,NA
98620,Unions,1,0.03571428571428571,NA
98620,Youth,1,0.03571428571428571,NA
98620,NA,9,0.32142857142857145,NA
98623,NA,1,1,NA
98624,Arts & Cultural,2,1,Arts & Cultural
98625,Hobby & Sports,1,0.2,Religious
98625,Religious,2,0.4,Religious
98625,Unions,1,0.2,Religious
98625,NA,1,0.2,Religious
98626,Community,1,0.041666666666666664,Religious
98626,Economic,3,0.125,Religious
98626,Education,1,0.041666666666666664,Religious
98626,Hobby & Sports,1,0.041666666666666664,Religious
98626,Political,1,0.041666666666666664,Religious
98626,Religious,7,0.2916666666666667,Religious
98626,Social & Fraternal,3,0.125,Religious
98626,Youth,1,0.041666666666666664,Religious
98626,NA,6,0.25,Religious
98629,Community,1,0.2,Social & Fraternal
98629,Social & Fraternal,2,0.4,Social & Fraternal
98629,NA,2,0.4,Social & Fraternal
98631,Healthcare,1,1,Healthcare
98632,Arts & Cultural,1,0.01282051282051282,Religious
98632,Community,3,0.038461538461538464,Religious
98632,Education,8,0.10256410256410256,Religious
98632,Foundations,4,0.05128205128205128,Religious
98632,Healthcare,2,0.02564102564102564,Religious
98632,Hobby & Sports,3,0.038461538461538464,Religious
98632,Professional,7,0.08974358974358974,Religious
98632,Religious,19,0.24358974358974358,Religious
98632,Research & Think Tank,3,0.038461538461538464,Religious
98632,Social & Fraternal,13,0.16666666666666666,Religious
98632,Unions,5,0.0641025641025641,Religious
98632,Youth,3,0.038461538461538464,Religious
98632,NA,7,0.08974358974358974,Religious
98635,Religious,1,1,Religious
98638,Arts & Cultural,1,0.3333333333333333,Arts & Cultural
98638,Social & Fraternal,1,0.3333333333333333,Arts & Cultural
98638,NA,1,0.3333333333333333,Arts & Cultural
98640,Healthcare,1,0.2,Social & Fraternal
98640,Social & Fraternal,2,0.4,Social & Fraternal
98640,NA,2,0.4,Social & Fraternal
98642,Community,1,0.038461538461538464,NA
98642,Economic,3,0.11538461538461539,NA
98642,Education,2,0.07692307692307693,NA
98642,Foundations,2,0.07692307692307693,NA
98642,Hobby & Sports,2,0.07692307692307693,NA
98642,Professional,2,0.07692307692307693,NA
98642,Religious,1,0.038461538461538464,NA
98642,Social & Fraternal,2,0.07692307692307693,NA
98642,Youth,1,0.038461538461538464,NA
98642,NA,10,0.38461538461538464,NA
98645,Hobby & Sports,1,1,Hobby & Sports
98648,Religious,2,0.5,Religious
98648,NA,2,0.5,Religious
98649,Religious,1,1,Religious
98650,Economic,1,0.25,Social & Fraternal
98650,Social & Fraternal,2,0.5,Social & Fraternal
98650,Youth,1,0.25,Social & Fraternal
98651,NA,1,1,NA
98660,Arts & Cultural,1,0.02,Religious
98660,Community,2,0.04,Religious
98660,Economic,4,0.08,Religious
98660,Foundations,6,0.12,Religious
98660,Healthcare,3,0.06,Religious
98660,Hobby & Sports,2,0.04,Religious
98660,Housing,2,0.04,Religious
98660,Political,2,0.04,Religious
98660,Religious,9,0.18,Religious
98660,Social & Fraternal,3,0.06,Religious
98660,Unions,3,0.06,Religious
98660,Youth,5,0.1,Religious
98660,NA,8,0.16,Religious
98661,Arts & Cultural,5,0.06944444444444445,Religious
98661,Community,1,0.013888888888888888,Religious
98661,Economic,3,0.041666666666666664,Religious
98661,Education,6,0.08333333333333333,Religious
98661,Healthcare,4,0.05555555555555555,Religious
98661,Hobby & Sports,9,0.125,Religious
98661,Housing,1,0.013888888888888888,Religious
98661,Professional,1,0.013888888888888888,Religious
98661,Religious,16,0.2222222222222222,Religious
98661,Social & Fraternal,7,0.09722222222222222,Religious
98661,Unions,2,0.027777777777777776,Religious
98661,Youth,1,0.013888888888888888,Religious
98661,NA,16,0.2222222222222222,Religious
98662,Arts & Cultural,1,0.022727272727272728,Religious
98662,Community,1,0.022727272727272728,Religious
98662,Economic,2,0.045454545454545456,Religious
98662,Education,4,0.09090909090909091,Religious
98662,Foundations,1,0.022727272727272728,Religious
98662,Healthcare,4,0.09090909090909091,Religious
98662,Hobby & Sports,4,0.09090909090909091,Religious
98662,Housing,1,0.022727272727272728,Religious
98662,Religious,14,0.3181818181818182,Religious
98662,Research & Think Tank,1,0.022727272727272728,Religious
98662,Social & Fraternal,5,0.11363636363636363,Religious
98662,Unions,2,0.045454545454545456,Religious
98662,NA,4,0.09090909090909091,Religious
98663,Arts & Cultural,3,0.12,Social & Fraternal
98663,Community,1,0.04,Social & Fraternal
98663,Economic,3,0.12,Social & Fraternal
98663,Education,1,0.04,Social & Fraternal
98663,Hobby & Sports,2,0.08,Social & Fraternal
98663,Professional,1,0.04,Social & Fraternal
98663,Religious,4,0.16,Social & Fraternal
98663,Social & Fraternal,7,0.28,Social & Fraternal
98663,Youth,1,0.04,Social & Fraternal
98663,NA,2,0.08,Social & Fraternal
98664,Arts & Cultural,1,0.05555555555555555,Religious
98664,Community,1,0.05555555555555555,Religious
98664,Education,1,0.05555555555555555,Religious
98664,Foundations,2,0.1111111111111111,Religious
98664,Healthcare,1,0.05555555555555555,Religious
98664,Hobby & Sports,3,0.16666666666666666,Religious
98664,Religious,4,0.2222222222222222,Religious
98664,Social & Fraternal,1,0.05555555555555555,Religious
98664,NA,4,0.2222222222222222,Religious
98665,Arts & Cultural,2,0.023809523809523808,NA
98665,Community,1,0.011904761904761904,NA
98665,Economic,4,0.047619047619047616,NA
98665,Foundations,2,0.023809523809523808,NA
98665,Healthcare,1,0.011904761904761904,NA
98665,Hobby & Sports,1,0.011904761904761904,NA
98665,Professional,3,0.03571428571428571,NA
98665,Religious,6,0.07142857142857142,NA
98665,Research & Think Tank,15,0.17857142857142858,NA
98665,Social & Fraternal,2,0.023809523809523808,NA
98665,Unions,2,0.023809523809523808,NA
98665,Youth,8,0.09523809523809523,NA
98665,NA,37,0.44047619047619047,NA
98668,NA,1,1,NA
98671,Community,2,0.08,Education
98671,Education,6,0.24,Education
98671,Healthcare,2,0.08,Education
98671,Hobby & Sports,3,0.12,Education
98671,Political,1,0.04,Education
98671,Religious,3,0.12,Education
98671,Social & Fraternal,6,0.24,Education
98671,NA,2,0.08,Education
98672,Religious,1,0.5,Religious
98672,NA,1,0.5,Religious
98674,Hobby & Sports,6,0.4,Hobby & Sports
98674,Religious,4,0.26666666666666666,Hobby & Sports
98674,Social & Fraternal,1,0.06666666666666667,Hobby & Sports
98674,Youth,1,0.06666666666666667,Hobby & Sports
98674,NA,3,0.2,Hobby & Sports
98675,Economic,1,0.2,Social & Fraternal
98675,Religious,1,0.2,Social & Fraternal
98675,Social & Fraternal,2,0.4,Social & Fraternal
98675,Unions,1,0.2,Social & Fraternal
98682,Community,1,0.02,NA
98682,Economic,1,0.02,NA
98682,Education,2,0.04,NA
98682,Foundations,1,0.02,NA
98682,Hobby & Sports,10,0.2,NA
98682,Professional,1,0.02,NA
98682,Religious,10,0.2,NA
98682,Social & Fraternal,4,0.08,NA
98682,Unions,1,0.02,NA
98682,Youth,3,0.06,NA
98682,NA,16,0.32,NA
98683,Arts & Cultural,3,0.08108108108108109,NA
98683,Foundations,2,0.05405405405405406,NA
98683,Healthcare,4,0.10810810810810811,NA
98683,Hobby & Sports,4,0.10810810810810811,NA
98683,Professional,2,0.05405405405405406,NA
98683,Religious,6,0.16216216216216217,NA
98683,Research & Think Tank,1,0.02702702702702703,NA
98683,Social & Fraternal,4,0.10810810810810811,NA
98683,Unions,1,0.02702702702702703,NA
98683,Youth,1,0.02702702702702703,NA
98683,NA,9,0.24324324324324326,NA
98684,Arts & Cultural,2,0.06666666666666667,NA
98684,Education,3,0.1,NA
98684,Foundations,1,0.03333333333333333,NA
98684,Healthcare,2,0.06666666666666667,NA
98684,Professional,1,0.03333333333333333,NA
98684,Religious,5,0.16666666666666666,NA
98684,Social & Fraternal,1,0.03333333333333333,NA
98684,Unions,1,0.03333333333333333,NA
98684,Youth,2,0.06666666666666667,NA
98684,NA,12,0.4,NA
98685,Arts & Cultural,2,0.043478260869565216,NA
98685,Community,2,0.043478260869565216,NA
98685,Education,2,0.043478260869565216,NA
98685,Healthcare,1,0.021739130434782608,NA
98685,Hobby & Sports,7,0.15217391304347827,NA
98685,Professional,2,0.043478260869565216,NA
98685,Religious,7,0.15217391304347827,NA
98685,Research & Think Tank,1,0.021739130434782608,NA
98685,Social & Fraternal,4,0.08695652173913043,NA
98685,Unions,2,0.043478260869565216,NA
98685,NA,16,0.34782608695652173,NA
98686,Arts & Cultural,2,0.1,Religious
98686,Education,1,0.05,Religious
98686,Hobby & Sports,1,0.05,Religious
98686,Religious,9,0.45,Religious
98686,Social & Fraternal,4,0.2,Religious
98686,NA,3,0.15,Religious
98801,Arts & Cultural,2,0.018018018018018018,NA
98801,Community,3,0.02702702702702703,NA
98801,Economic,4,0.036036036036036036,NA
98801,Education,5,0.04504504504504504,NA
98801,Healthcare,5,0.04504504504504504,NA
98801,Hobby & Sports,4,0.036036036036036036,NA
98801,Housing,2,0.018018018018018018,NA
98801,Political,2,0.018018018018018018,NA
98801,Professional,3,0.02702702702702703,NA
98801,Religious,10,0.09009009009009009,NA
98801,Research & Think Tank,10,0.09009009009009009,NA
98801,Social & Fraternal,3,0.02702702702702703,NA
98801,Unions,2,0.018018018018018018,NA
98801,Youth,10,0.09009009009009009,NA
98801,NA,46,0.4144144144144144,NA
98802,Arts & Cultural,1,0.022727272727272728,NA
98802,Community,2,0.045454545454545456,NA
98802,Education,1,0.022727272727272728,NA
98802,Foundations,1,0.022727272727272728,NA
98802,Healthcare,1,0.022727272727272728,NA
98802,Hobby & Sports,4,0.09090909090909091,NA
98802,Professional,1,0.022727272727272728,NA
98802,Religious,7,0.1590909090909091,NA
98802,Social & Fraternal,9,0.20454545454545456,NA
98802,Unions,3,0.06818181818181818,NA
98802,NA,14,0.3181818181818182,NA
98807,NA,1,1,NA
98812,Religious,1,0.5,Religious
98812,Social & Fraternal,1,0.5,Religious
98815,Community,1,0.1,Religious
98815,Economic,1,0.1,Religious
98815,Healthcare,1,0.1,Religious
98815,Religious,3,0.3,Religious
98815,Research & Think Tank,1,0.1,Religious
98815,Social & Fraternal,2,0.2,Religious
98815,Unions,1,0.1,Religious
98816,Economic,1,0.08333333333333333,NA
98816,Education,1,0.08333333333333333,NA
98816,Hobby & Sports,1,0.08333333333333333,NA
98816,Religious,1,0.08333333333333333,NA
98816,Research & Think Tank,1,0.08333333333333333,NA
98816,Social & Fraternal,2,0.16666666666666666,NA
98816,Youth,1,0.08333333333333333,NA
98816,NA,4,0.3333333333333333,NA
98822,NA,1,1,NA
98823,Community,1,0.058823529411764705,Religious
98823,Economic,1,0.058823529411764705,Religious
98823,Education,3,0.17647058823529413,Religious
98823,Religious,4,0.23529411764705882,Religious
98823,Research & Think Tank,1,0.058823529411764705,Religious
98823,Social & Fraternal,4,0.23529411764705882,Religious
98823,Unions,1,0.058823529411764705,Religious
98823,Youth,1,0.058823529411764705,Religious
98823,NA,1,0.058823529411764705,Religious
98826,Arts & Cultural,2,0.10526315789473684,NA
98826,Community,1,0.05263157894736842,NA
98826,Economic,1,0.05263157894736842,NA
98826,Education,2,0.10526315789473684,NA
98826,Foundations,1,0.05263157894736842,NA
98826,Healthcare,1,0.05263157894736842,NA
98826,Religious,2,0.10526315789473684,NA
98826,Social & Fraternal,2,0.10526315789473684,NA
98826,Youth,1,0.05263157894736842,NA
98826,NA,6,0.3157894736842105,NA
98827,Social & Fraternal,1,1,Social & Fraternal
98828,Hobby & Sports,3,0.75,Hobby & Sports
98828,Social & Fraternal,1,0.25,Hobby & Sports
98832,Social & Fraternal,1,1,Social & Fraternal
98833,Economic,1,0.3333333333333333,Economic
98833,Foundations,1,0.3333333333333333,Economic
98833,Social & Fraternal,1,0.3333333333333333,Economic
98837,Arts & Cultural,2,0.03225806451612903,NA
98837,Economic,2,0.03225806451612903,NA
98837,Education,2,0.03225806451612903,NA
98837,Foundations,1,0.016129032258064516,NA
98837,Healthcare,2,0.03225806451612903,NA
98837,Hobby & Sports,8,0.12903225806451613,NA
98837,Political,1,0.016129032258064516,NA
98837,Professional,2,0.03225806451612903,NA
98837,Religious,11,0.1774193548387097,NA
98837,Social & Fraternal,10,0.16129032258064516,NA
98837,Unions,2,0.03225806451612903,NA
98837,Youth,4,0.06451612903225806,NA
98837,NA,15,0.24193548387096775,NA
98840,Hobby & Sports,1,0.3333333333333333,Hobby & Sports
98840,Religious,1,0.3333333333333333,Hobby & Sports
98840,NA,1,0.3333333333333333,Hobby & Sports
98841,Social & Fraternal,1,0.2,NA
98841,NA,4,0.8,NA
98844,Political,1,0.16666666666666666,Religious
98844,Professional,1,0.16666666666666666,Religious
98844,Religious,2,0.3333333333333333,Religious
98844,Research & Think Tank,1,0.16666666666666666,Religious
98844,Youth,1,0.16666666666666666,Religious
98847,Education,1,0.3333333333333333,Religious
98847,Religious,2,0.6666666666666666,Religious
98848,Education,1,0.1,Hobby & Sports
98848,Hobby & Sports,3,0.3,Hobby & Sports
98848,Religious,3,0.3,Hobby & Sports
98848,Social & Fraternal,1,0.1,Hobby & Sports
98848,Youth,1,0.1,Hobby & Sports
98848,NA,1,0.1,Hobby & Sports
98849,Healthcare,1,0.5,Healthcare
98849,NA,1,0.5,Healthcare
98851,Hobby & Sports,1,0.5,Hobby & Sports
98851,Social & Fraternal,1,0.5,Hobby & Sports
98855,Economic,1,0.2,Economic
98855,Education,1,0.2,Economic
98855,Healthcare,1,0.2,Economic
98855,Hobby & Sports,1,0.2,Economic
98855,NA,1,0.2,Economic
98856,Religious,1,1,Religious
98862,Research & Think Tank,1,1,Research & Think Tank
98871,NA,1,1,NA
98901,Arts & Cultural,1,0.02127659574468085,NA
98901,Economic,2,0.0425531914893617,NA
98901,Education,3,0.06382978723404255,NA
98901,Healthcare,1,0.02127659574468085,NA
98901,Hobby & Sports,2,0.0425531914893617,NA
98901,Professional,1,0.02127659574468085,NA
98901,Religious,4,0.0851063829787234,NA
98901,Social & Fraternal,4,0.0851063829787234,NA
98901,Youth,2,0.0425531914893617,NA
98901,NA,27,0.574468085106383,NA
98902,Arts & Cultural,3,0.05660377358490566,NA
98902,Community,1,0.018867924528301886,NA
98902,Economic,4,0.07547169811320754,NA
98902,Education,2,0.03773584905660377,NA
98902,Healthcare,2,0.03773584905660377,NA
98902,Hobby & Sports,1,0.018867924528301886,NA
98902,Professional,7,0.1320754716981132,NA
98902,Religious,10,0.18867924528301888,NA
98902,Research & Think Tank,1,0.018867924528301886,NA
98902,Social & Fraternal,6,0.11320754716981132,NA
98902,Unions,1,0.018867924528301886,NA
98902,Youth,1,0.018867924528301886,NA
98902,NA,14,0.2641509433962264,NA
98903,Arts & Cultural,2,0.0425531914893617,NA
98903,Community,1,0.02127659574468085,NA
98903,Economic,5,0.10638297872340426,NA
98903,Education,3,0.06382978723404255,NA
98903,Foundations,1,0.02127659574468085,NA
98903,Hobby & Sports,5,0.10638297872340426,NA
98903,Professional,8,0.1702127659574468,NA
98903,Religious,2,0.0425531914893617,NA
98903,Research & Think Tank,3,0.06382978723404255,NA
98903,Social & Fraternal,3,0.06382978723404255,NA
98903,Unions,1,0.02127659574468085,NA
98903,Youth,1,0.02127659574468085,NA
98903,NA,12,0.2553191489361702,NA
98907,NA,1,1,NA
98908,Arts & Cultural,1,0.017857142857142856,NA
98908,Community,3,0.05357142857142857,NA
98908,Economic,2,0.03571428571428571,NA
98908,Education,5,0.08928571428571429,NA
98908,Healthcare,1,0.017857142857142856,NA
98908,Hobby & Sports,5,0.08928571428571429,NA
98908,Housing,2,0.03571428571428571,NA
98908,Political,1,0.017857142857142856,NA
98908,Professional,1,0.017857142857142856,NA
98908,Religious,10,0.17857142857142858,NA
98908,Social & Fraternal,10,0.17857142857142858,NA
98908,Unions,1,0.017857142857142856,NA
98908,Youth,1,0.017857142857142856,NA
98908,NA,13,0.23214285714285715,NA
98922,Arts & Cultural,1,0.1111111111111111,NA
98922,Hobby & Sports,3,0.3333333333333333,NA
98922,Social & Fraternal,1,0.1111111111111111,NA
98922,NA,4,0.4444444444444444,NA
98923,Religious,1,1,Religious
98925,Foundations,1,0.5,Foundations
98925,NA,1,0.5,Foundations
98926,Arts & Cultural,1,0.012195121951219513,NA
98926,Community,1,0.012195121951219513,NA
98926,Economic,5,0.06097560975609756,NA
98926,Education,4,0.04878048780487805,NA
98926,Healthcare,1,0.012195121951219513,NA
98926,Hobby & Sports,7,0.08536585365853659,NA
98926,Housing,1,0.012195121951219513,NA
98926,Professional,3,0.036585365853658534,NA
98926,Religious,6,0.07317073170731707,NA
98926,Research & Think Tank,6,0.07317073170731707,NA
98926,Social & Fraternal,7,0.08536585365853659,NA
98926,Youth,3,0.036585365853658534,NA
98926,NA,37,0.45121951219512196,NA
98930,Hobby & Sports,2,0.2857142857142857,Hobby & Sports
98930,Professional,1,0.14285714285714285,Hobby & Sports
98930,Religious,1,0.14285714285714285,Hobby & Sports
98930,Research & Think Tank,1,0.14285714285714285,Hobby & Sports
98930,Social & Fraternal,1,0.14285714285714285,Hobby & Sports
98930,Unions,1,0.14285714285714285,Hobby & Sports
98932,Youth,1,0.5,Youth
98932,NA,1,0.5,Youth
98936,Social & Fraternal,1,0.3333333333333333,Social & Fraternal
98936,Youth,1,0.3333333333333333,Social & Fraternal
98936,NA,1,0.3333333333333333,Social & Fraternal
98937,Social & Fraternal,3,0.42857142857142855,NA
98937,NA,4,0.5714285714285714,NA
98941,NA,1,1,NA
98942,Arts & Cultural,1,0.0625,Hobby & Sports
98942,Education,1,0.0625,Hobby & Sports
98942,Foundations,2,0.125,Hobby & Sports
98942,Hobby & Sports,3,0.1875,Hobby & Sports
98942,Professional,1,0.0625,Hobby & Sports
98942,Religious,2,0.125,Hobby & Sports
98942,Research & Think Tank,1,0.0625,Hobby & Sports
98942,Social & Fraternal,3,0.1875,Hobby & Sports
98942,NA,2,0.125,Hobby & Sports
98944,Arts & Cultural,1,0.047619047619047616,Religious
98944,Economic,2,0.09523809523809523,Religious
98944,Education,2,0.09523809523809523,Religious
98944,Healthcare,3,0.14285714285714285,Religious
98944,Hobby & Sports,2,0.09523809523809523,Religious
98944,Religious,4,0.19047619047619047,Religious
98944,Social & Fraternal,3,0.14285714285714285,Religious
98944,Youth,2,0.09523809523809523,Religious
98944,NA,2,0.09523809523809523,Religious
98946,NA,1,1,NA
98947,Hobby & Sports,1,0.5,Hobby & Sports
98947,Religious,1,0.5,Hobby & Sports
98948,Religious,1,0.16666666666666666,NA
98948,NA,5,0.8333333333333334,NA
98951,Economic,1,0.2,Religious
98951,Religious,2,0.4,Religious
98951,Social & Fraternal,1,0.2,Religious
98951,NA,1,0.2,Religious
98952,Research & Think Tank,1,1,Research & Think Tank
98953,Education,1,1,Education
99001,Housing,1,0.25,Housing
99001,Political,1,0.25,Housing
99001,Religious,1,0.25,Housing
99001,Research & Think Tank,1,0.25,Housing
99003,Hobby & Sports,1,0.125,Religious
99003,Religious,3,0.375,Religious
99003,Social & Fraternal,3,0.375,Religious
99003,Unions,1,0.125,Religious
99004,Arts & Cultural,2,0.05,Social & Fraternal
99004,Community,1,0.025,Social & Fraternal
99004,Education,4,0.1,Social & Fraternal
99004,Healthcare,1,0.025,Social & Fraternal
99004,Hobby & Sports,1,0.025,Social & Fraternal
99004,Professional,1,0.025,Social & Fraternal
99004,Religious,5,0.125,Social & Fraternal
99004,Research & Think Tank,1,0.025,Social & Fraternal
99004,Social & Fraternal,21,0.525,Social & Fraternal
99004,NA,3,0.075,Social & Fraternal
99005,Community,2,0.18181818181818182,Social & Fraternal
99005,Economic,1,0.09090909090909091,Social & Fraternal
99005,Education,1,0.09090909090909091,Social & Fraternal
99005,Hobby & Sports,1,0.09090909090909091,Social & Fraternal
99005,Religious,2,0.18181818181818182,Social & Fraternal
99005,Social & Fraternal,4,0.36363636363636365,Social & Fraternal
99006,Economic,1,0.0625,Social & Fraternal
99006,Education,2,0.125,Social & Fraternal
99006,Hobby & Sports,3,0.1875,Social & Fraternal
99006,Professional,1,0.0625,Social & Fraternal
99006,Religious,1,0.0625,Social & Fraternal
99006,Social & Fraternal,4,0.25,Social & Fraternal
99006,Unions,1,0.0625,Social & Fraternal
99006,NA,3,0.1875,Social & Fraternal
99009,Hobby & Sports,3,0.42857142857142855,Hobby & Sports
99009,Social & Fraternal,2,0.2857142857142857,Hobby & Sports
99009,Youth,1,0.14285714285714285,Hobby & Sports
99009,NA,1,0.14285714285714285,Hobby & Sports
99011,Education,1,0.3333333333333333,NA
99011,NA,2,0.6666666666666666,NA
99012,NA,2,1,NA
99016,Hobby & Sports,2,0.14285714285714285,NA
99016,Religious,3,0.21428571428571427,NA
99016,Social & Fraternal,2,0.14285714285714285,NA
99016,Youth,1,0.07142857142857142,NA
99016,NA,6,0.42857142857142855,NA
99018,Hobby & Sports,1,1,Hobby & Sports
99019,Economic,3,0.1875,Unions
99019,Healthcare,1,0.0625,Unions
99019,Hobby & Sports,1,0.0625,Unions
99019,Professional,1,0.0625,Unions
99019,Religious,2,0.125,Unions
99019,Social & Fraternal,1,0.0625,Unions
99019,Unions,4,0.25,Unions
99019,NA,3,0.1875,Unions
99021,Education,2,0.125,Religious
99021,Foundations,1,0.0625,Religious
99021,Hobby & Sports,2,0.125,Religious
99021,Religious,4,0.25,Religious
99021,Research & Think Tank,1,0.0625,Religious
99021,Social & Fraternal,4,0.25,Religious
99021,Youth,1,0.0625,Religious
99021,NA,1,0.0625,Religious
99022,Hobby & Sports,2,0.2222222222222222,Social & Fraternal
99022,Research & Think Tank,1,0.1111111111111111,Social & Fraternal
99022,Social & Fraternal,3,0.3333333333333333,Social & Fraternal
99022,NA,3,0.3333333333333333,Social & Fraternal
99023,Hobby & Sports,1,0.3333333333333333,Hobby & Sports
99023,Social & Fraternal,1,0.3333333333333333,Hobby & Sports
99023,NA,1,0.3333333333333333,Hobby & Sports
99025,Economic,1,0.25,Economic
99025,Hobby & Sports,1,0.25,Economic
99025,Professional,1,0.25,Economic
99025,Religious,1,0.25,Economic
99026,Community,2,0.15384615384615385,NA
99026,Education,1,0.07692307692307693,NA
99026,Professional,1,0.07692307692307693,NA
99026,Religious,2,0.15384615384615385,NA
99026,Research & Think Tank,1,0.07692307692307693,NA
99026,Social & Fraternal,1,0.07692307692307693,NA
99026,Youth,1,0.07692307692307693,NA
99026,NA,4,0.3076923076923077,NA
99027,Education,1,0.16666666666666666,Social & Fraternal
99027,Hobby & Sports,1,0.16666666666666666,Social & Fraternal
99027,Religious,1,0.16666666666666666,Social & Fraternal
99027,Social & Fraternal,3,0.5,Social & Fraternal
99029,NA,1,1,NA
99030,Economic,1,1,Economic
99031,Religious,1,1,Religious
99033,NA,1,1,NA
99036,Religious,1,0.5,Religious
99036,NA,1,0.5,Religious
99037,Economic,1,0.045454545454545456,Religious
99037,Foundations,1,0.045454545454545456,Religious
99037,Religious,10,0.45454545454545453,Religious
99037,Social & Fraternal,2,0.09090909090909091,Religious
99037,Unions,2,0.09090909090909091,Religious
99037,Youth,2,0.09090909090909091,Religious
99037,NA,4,0.18181818181818182,Religious
99101,NA,1,1,NA
99104,NA,1,1,NA
99105,Social & Fraternal,1,1,Social & Fraternal
99109,Healthcare,1,0.14285714285714285,Hobby & Sports
99109,Hobby & Sports,2,0.2857142857142857,Hobby & Sports
99109,Professional,1,0.14285714285714285,Hobby & Sports
99109,Social & Fraternal,1,0.14285714285714285,Hobby & Sports
99109,NA,2,0.2857142857142857,Hobby & Sports
99110,Hobby & Sports,2,0.5,Hobby & Sports
99110,Research & Think Tank,1,0.25,Hobby & Sports
99110,Social & Fraternal,1,0.25,Hobby & Sports
99111,Healthcare,2,0.07692307692307693,NA
99111,Housing,1,0.038461538461538464,NA
99111,NA,23,0.8846153846153846,NA
99113,Hobby & Sports,1,1,Hobby & Sports
99114,Education,1,0.019230769230769232,NA
99114,Healthcare,2,0.038461538461538464,NA
99114,Hobby & Sports,3,0.057692307692307696,NA
99114,Professional,1,0.019230769230769232,NA
99114,Religious,3,0.057692307692307696,NA
99114,Social & Fraternal,3,0.057692307692307696,NA
99114,Unions,1,0.019230769230769232,NA
99114,Youth,4,0.07692307692307693,NA
99114,NA,34,0.6538461538461539,NA
99115,NA,1,1,NA
99116,Education,1,0.5,Education
99116,Social & Fraternal,1,0.5,Education
99117,Arts & Cultural,1,1,Arts & Cultural
99122,Unions,1,0.25,NA
99122,NA,3,0.75,NA
99125,Economic,1,1,Economic
99133,NA,1,1,NA
99138,Hobby & Sports,1,1,Hobby & Sports
99140,Religious,1,1,Religious
99141,Religious,4,0.5714285714285714,Religious
99141,Social & Fraternal,1,0.14285714285714285,Religious
99141,NA,2,0.2857142857142857,Religious
99143,Education,1,1,Education
99147,Social & Fraternal,1,1,Social & Fraternal
99148,Community,1,0.2,Social & Fraternal
99148,Religious,1,0.2,Social & Fraternal
99148,Social & Fraternal,2,0.4,Social & Fraternal
99148,NA,1,0.2,Social & Fraternal
99156,Community,1,0.0625,Religious
99156,Healthcare,2,0.125,Religious
99156,Religious,6,0.375,Religious
99156,Research & Think Tank,1,0.0625,Religious
99156,Social & Fraternal,2,0.125,Religious
