FIPS,state,n,civic_org_sum,civic_opp_sum,volunteer_sum,membership_sum,take_action_sum,events_sum,TotalPopulation,Geolocation,POV150,SNGPNT,BROAD,NOHSDP,UNEMP,REMNRTY,civic_org_sum_normalized,civic_opp_sum_normalized,civic_opp_index,volunteer_sum_normalized,membership_sum_normalized,take_action_sum_normalized,events_sum_normalized
12075,FL,112,36,17.25,17,25,1,26,42392,POINT (-82.831233 29.2718541),30.6,5.4,25.9,12.4,5.2,21.5,84.92168333647858,40.69163993206266,2,40.101906020003774,58.9733912058879,2.358935648235516,61.33232685412342
12077,FL,19,6,3.5,4,6,0,4,7987,POINT (-84.8685805 30.2598494),31.3,7.2,28.6,23,7.7,26.1,75.12207336922499,43.821209465381244,2,50.08138224614999,75.12207336922499,0,50.08138224614999
12079,FL,48,20,9.75,9,16,1,13,18051,POINT (-83.4704159 30.4472325),35.8,5.7,35.1,19.5,3.9,46.2,110.79718575148192,54.013628053847434,3,49.858733588166864,88.63774860118554,5.539859287574096,72.01817073846324
12081,FL,1194,419,195,212,309,14,246,394824,POINT (-82.3931438 27.4755558),20.2,4,11.4,9.7,5.5,29.8,106.12323465645453,49.38909488784876,3,53.69481085243045,78.2627195915142,3.54588373553786,62.306242781593824
12083,FL,855,279,129,113,209,8,188,370372,POINT (-82.0431004 29.2028047),25.6,5.7,13.5,11.6,6.9,31.1,75.32966854945838,34.829846748674306,2,30.50986575659067,56.42975170909248,2.1599904960418175,50.75977665698271
12085,FL,650,243,112.75,92,196,11,153,158323,POINT (-80.3982011 27.0836036),17.6,3.3,11.1,7.9,4.6,22.8,153.48370104154165,71.21517404293753,4,58.10905553836145,123.7975531034657,6.947821857847565,96.63788584097067
12086,FL,8763,2404,1099.5,997,1855,140,1411,2690113,POINT (-80.5037495 25.6160085),26.9,7.6,17.4,17.5,5.1,86.7,89.36427577577597,40.871889024736134,2,37.06164016158429,68.95621113313827,5.204242349670813,52.4513282527537
12087,FL,451,176,81.5,82,140,4,102,82244,POINT (-81.0226025 25.5861198),17.7,4.7,13.6,7.9,3.7,35.2,213.99737366859588,99.09537473858275,5,99.70332182286853,170.22518360001945,4.8635766742862705,124.02120519429988
12089,FL,296,102,46.5,46,85,3,52,88492,POINT (-81.7650867 30.6059629),13.9,4.8,7.9,8.5,4.8,14.3,115.26465669213036,52.54712290376531,3,51.9821000768431,96.0538805767753,3.390136961533246,58.7623739999096
12091,FL,615,213,98,99,172,3,120,209230,POINT (-86.5910804 30.6143245),19,6.1,11.4,7.1,3.9,28,101.80184485972374,46.8384074941452,3,47.31635042775893,82.20618458156096,1.4338288008411795,57.353152033647184
12093,FL,106,36,16,15,28,1,20,39716,POINT (-80.8873884 27.3855924),30,6.9,27.1,19.4,5,38.2,90.64356934233055,40.28603081881358,2,37.76815389263773,70.50055393292376,2.5178769261758487,50.35753852351697
12095,FL,4609,1646,771,780,1283,69,963,1409949,POINT (-81.3232839 28.5143906),23.9,7.2,9.2,10.5,5.7,61.8,116.7418112286331,54.68282895338768,3,55.321149913933056,90.99619915330271,4.893794030847924,68.30034277835581
12097,FL,866,292,135.5,128,227,9,179,380331,POINT (-81.1393116 28.0590267),24.3,8.5,11.2,13.4,6,70.3,76.7752299970289,35.626861865059645,2,33.65489534116335,59.68485345659439,2.3663598286755483,47.06426770365813
12099,FL,6506,1943,896.25,875,1500,71,1146,1481233,POINT (-80.4483542 26.6491257),19.8,5.4,11.9,10.9,6.1,47.5,131.17450124322102,60.507023540523335,3,59.07240791961832,101.26698500505998,4.793303956906172,77.36797654386582
12101,FL,1246,464,216,200,367,12,287,551598,POINT (-82.5110062 28.3098227),20.9,5.8,13.6,9.6,5.4,28.1,84.11923175936099,39.158952715564595,2,36.2582895514487,66.53396132690837,2.175497373086922,52.03064550632889
12103,FL,3243,1275,600.25,589,992,48,780,957989,POINT (-82.7980663 27.9053425),19.9,5,13.3,7.9,5,27.1,133.09129854309393,62.657295647444805,3,61.48296066029986,103.55024953313661,5.010495945151771,81.42055910871628
12105,FL,1637,516,237.25,233,393,10,320,713148,POINT (-81.6935336 27.9536488),26,6.3,19.7,13.6,4.9,44,72.35524743811943,33.26798925328263,2,32.67204002535238,55.10777566507934,1.4022334774829348,44.871471279453914
12107,FL,276,100,48.5,49,78,3,64,73147,POINT (-81.7320389 29.5938964),38.9,6.6,21.6,18.1,9,29.3,136.7110066031416,66.30483820252368,4,66.98839323553939,106.63458515045046,4.1013301980942485,87.49504422601063
12109,FL,912,357,173,183,274,8,229,265724,POINT (-81.4000404 29.8904875),12.3,4.6,9.2,5.3,4.7,19.1,134.34992699191642,65.10514669356174,4,68.86844997064624,103.11450979211513,3.010642621667595,86.1796450452349
12111,FL,890,288,137.75,135,224,4,189,324599,POINT (-80.4435357 27.3798137),21.9,6.4,10.2,11.8,5.7,45.2,88.72485743948687,42.43697608433791,2,41.58977692475947,69.00822245293423,1.2322896866595399,58.225687694663264
12113,FL,422,163,76.75,78,124,2,103,184345,POINT (-87.0189188 30.6753483),16.6,5.2,8.8,7.7,4.9,18.9,88.42116683392553,41.63389297241585,2,42.311969405191356,67.26518213132984,1.084922292440804,55.8734980607014
12115,FL,1823,662,310.25,296,537,21,388,429336,POINT (-82.4237137 27.2253265),14.7,3.8,11.4,6.3,3.6,18,154.1915888721188,72.26274992080795,4,68.943671157322,125.0768628766281,4.89127396724244,90.37210949000317
12117,FL,1366,501,233.5,219,397,16,304,467382,POINT (-81.1319751 28.6900648),16,5.9,7.6,5.8,4.5,41.8,107.1928315596236,49.95913407020382,3,46.856746729655825,84.94122580672769,3.4233239619839875,65.04315527769576
12119,FL,193,91,46.75,43,80,0,64,127335,POINT (-82.0699524 28.7154442),15.5,2,12.6,7.8,5.5,15.6,71.46503318019397,36.71417913378097,2,33.76919150272902,62.826402795774925,0,50.26112223661994
12121,FL,93,28,13.75,17,19,1,19,43514,POINT (-82.9927542 30.1892438),28.9,5,19.1,17.1,5.3,25.2,64.34710667831042,31.599025600956015,1,39.06788619754562,43.66410810313922,2.298110952796801,43.66410810313922
12123,FL,58,17,7,3,13,0,12,21762,POINT (-83.6395729 29.967146),28.8,6.1,23.3,17.8,6.2,29.3,78.11782005330393,32.16616119841926,2,13.785497656465399,59.73715651135006,0,55.141990625861595
12125,FL,25,9,4,1,8,0,7,16141,POINT (-82.366918 30.0542796),27.1,8.8,18.9,22.7,3.4,31,55.75862709869277,24.781612043863454,1,6.1954030109658635,49.56322408772691,0,43.36782107676105
12127,FL,1462,513,236.5,222,402,18,309,548783,POINT (-81.161792 29.057769),21.8,5.3,14.6,8.9,4.2,30.1,93.4795720712923,43.09535827458212,2,40.4531481478107,73.25299799738694,3.2799849849576246,56.30640890843922
12129,FL,115,33,16,15,27,3,20,33144,POINT (-84.3591114 30.0913354),14.9,3.4,11.9,11.8,3.3,21.4,99.56553222302679,48.274197441467535,3,45.257060101375814,81.46270818247646,9.051412020275164,60.34274680183442
12131,FL,249,99,43.5,41,72,1,60,73456,POINT (-86.162798 30.5712465),20.2,6,11.2,8.8,4.6,16.6,134.77455891962535,59.219124373774775,3,55.81572642125899,98.0178610324548,1.3613591810063168,81.681550860379
12133,FL,53,18,8.5,7,14,0,13,24906,POINT (-85.6558052 30.6021017),35.1,9.8,17.7,16.4,5.6,23.4,72.27174174897615,34.128322492572075,2,28.10567734682406,56.21135469364812,0,52.196257929816106
13001,GA,46,20,9.25,7,17,0,13,18509,POINT (-82.2901025 31.739712),37.7,6.7,35.6,22.2,2.9,31.7,108.05554054784159,49.97568750337673,3,37.81943919174456,91.84720946566536,0,70.23610135609704
13003,GA,12,1,0.5,0,1,0,1,8269,POINT (-82.8781511 31.2968056),45.2,6.9,32.4,33.2,6.2,45,12.093360744951022,6.046680372475511,1,0,12.093360744951022,0,12.093360744951022
