FIPS,state,n,civic_org_sum,civic_opp_sum,volunteer_sum,membership_sum,take_action_sum,events_sum,TotalPopulation,Geolocation,POV150,SNGPNT,BROAD,NOHSDP,UNEMP,REMNRTY,civic_org_sum_normalized,civic_opp_sum_normalized,civic_opp_index,volunteer_sum_normalized,membership_sum_normalized,take_action_sum_normalized,events_sum_normalized
01041,AL,27,8,2.25,2,6,0,1,13300,POINT (-86.3200384 31.7303106),26.7,5.7,35.6,18.8,4.7,29.8,60.150375939849624,16.917293233082706,1,15.037593984962406,45.11278195488722,0,7.518796992481203
01043,AL,151,58,24.5,18,44,3,33,87129,POINT (-86.8692666 34.1319229),22,5.9,18.1,15.8,4.4,8.9,66.56796244648739,28.11922551618864,1,20.659022828220227,50.499833580093885,3.4431704713700375,37.874875185070415
01045,AL,69,21,12,12,20,1,15,49443,POINT (-85.609476 31.4306536),28.4,7.9,17.7,15.2,8.2,32.6,42.473150901037556,24.270371943450034,1,24.270371943450034,40.45061990575005,2.022530995287503,30.33796492931254
01047,AL,167,58,27,20,46,2,40,39162,POINT (-87.11436 32.3335263),37.9,8.3,27.2,14.1,8.5,73.1,148.10275266840304,68.94438486287729,4,51.069914713242426,117.46080384045759,5.106991471324243,102.13982942648485
01049,AL,106,37,19.5,19,32,1,26,71554,POINT (-85.8040207 34.4609148),35.4,5.8,20.1,21.8,4.3,20.4,51.70919864717556,27.252145232970904,1,26.55337227827934,44.721469100259945,1.3975459093831233,36.3361936439612
01051,AL,185,47,20,25,30,1,24,87146,POINT (-86.1427347 32.597229),18.3,6.7,14.6,12.4,4.8,27,53.932481123631604,22.94999196750281,1,28.687489959378514,34.42498795125422,1.1474995983751406,27.539990361003372
01053,AL,88,27,11.5,6,20,1,20,36879,POINT (-87.1684097 31.1222867),38.7,8,31.9,18.3,9.8,40,73.212397299276,31.183058108950892,1,16.269421622061337,54.23140540687112,2.711570270343556,54.23140540687112
01055,AL,266,84,37.75,25,69,4,53,103468,POINT (-86.0342629 34.0476407),26.7,6.8,17.7,13.8,6.1,22.9,81.18452081803069,36.48471024857927,2,24.16205976727104,66.68728495766807,3.8659295627633665,51.223566706614605
01057,AL,51,15,6.5,5,11,0,10,16365,POINT (-87.7642923 33.7161568),33.2,4.9,28.1,17,9.3,16.2,91.6590284142988,39.71891231286282,2,30.553009471432937,67.21662083715246,0,61.10601894286587
01059,AL,49,8,4.25,3,8,0,6,32034,POINT (-87.8428144 34.4419892),34.6,7.2,39.3,20.5,4.6,24.2,24.973465692701506,13.267153649247675,1,9.365049634763064,24.973465692701506,0,18.73009926952613
01061,AL,44,15,8.75,9,14,1,11,26604,POINT (-85.8210224 31.0923822),34.7,5.8,27.9,17.5,3.5,18.5,56.38249887235002,32.889791008870844,2,33.82949932341001,52.62366561419336,3.758833258156668,41.34716583972335
01063,AL,38,8,3.25,3,6,1,3,7851,POINT (-87.9642005 32.8444965),53.3,2.7,44.2,15.6,10,82.6,101.8978474079735,41.396000509489234,2,38.211692777990066,76.42338555598013,12.737230925996688,38.211692777990066
01065,AL,49,11,5.5,8,8,0,6,14819,POINT (-87.6230608 32.7527958),36.3,3.1,32.5,18.7,7,61.7,74.22903029894054,37.11451514947027,2,53.9847493083204,53.9847493083204,0,40.4885619812403
01067,AL,43,13,6.25,4,9,1,11,17165,POINT (-85.2399712 31.5169779),25.2,3.9,19.6,18.7,4.9,30.7,75.73550830177687,36.41130206816196,2,23.30323332362365,52.43227497815322,5.825808330905913,64.08389163996505
01069,AL,289,106,49.5,46,83,5,65,106355,POINT (-85.2964111 31.1581831),28.2,8.1,19.4,12.2,5.2,34.7,99.66621221381223,46.54224060928024,2,43.25137511165436,78.04052465798505,4.701236425179823,61.11607352733769
01071,AL,89,34,16.75,17,27,0,24,52548,POINT (-85.9800556 34.764114),30,6.3,21.6,17.6,5.7,11.1,64.70274796376646,31.875618482149655,2,32.35137398188323,51.38159397122631,0,45.67252797442338
01073,AL,2803,1037,476.75,421,790,54,646,672550,POINT (-86.8965359 33.5534439),24.7,7.8,14.8,9,6.1,50.8,154.18927960746413,70.8869229053602,4,62.59757638837261,117.46338562188684,8.02914281466062,96.0523381161252
01075,AL,15,4,2,2,3,0,3,13929,POINT (-88.0874309 33.7870852),27.4,3.9,34.2,17.5,4.9,14,28.71706511594515,14.358532557972575,1,14.358532557972575,21.537798836958864,0,21.537798836958864
01077,AL,240,101,46.5,41,75,5,65,93342,POINT (-87.6509966 34.9041221),24.2,5.9,21.9,11.3,3.8,16.2,108.20423817788348,49.81680272546121,3,43.92449272567547,80.34968181526001,5.356645454350668,69.63639090655867
01079,AL,67,17,7.5,5,14,0,11,33089,POINT (-87.3218651 34.529776),26.9,4.1,31.5,16.8,3,23.8,51.376590407688354,22.666142826921334,1,15.110761884614222,42.31013327691982,0,33.24367614615129
01081,AL,489,192,87.5,69,157,7,118,172223,POINT (-85.3530477 32.6040644),28.2,7.3,14.1,8.6,4.3,32.9,111.48336749446938,50.80622216544828,3,40.064335193324936,91.16087862829006,4.064497773235863,68.51581960597598
01083,AL,161,60,29,28,46,3,39,101217,POINT (-86.9813995 34.8102387),19,5.2,13.5,13.5,4.5,24.7,59.27857968523074,28.65131351452819,1,27.663337186441012,45.44691109201023,2.9639289842615373,38.53107679539998
01085,AL,28,4,1.75,2,3,0,2,10334,POINT (-86.6505859 32.147888),41.3,13.4,44.2,15.3,8.9,75.2,38.707180181923746,16.93439132959164,1,19.353590090961873,29.03038513644281,0,19.353590090961873
01087,AL,97,21,9,6,16,0,14,19490,POINT (-85.692887 32.3870267),34.2,8.6,30.8,16.5,11,83.5,107.74756285274499,46.177526936890715,2,30.785017957927142,82.09338122113904,0,71.83170856849667
01089,AL,1200,510,248.5,233,399,16,347,382149,POINT (-86.5510802 34.7642377),18.1,7.3,11.1,8,4.4,35.9,133.45579865445154,65.02699208947296,4,60.97098252252394,104.40953659436502,4.186848585237695,90.80227869234251
01091,AL,57,14,6.75,5,11,0,11,19397,POINT (-87.791091 32.2475911),35.9,5.4,27.9,13.4,5.4,55.4,72.17610970768675,34.7991957519204,2,25.777182038459557,56.70980048461102,0,56.70980048461102
01093,AL,41,15,6.75,5,14,0,8,29392,POINT (-87.881551 34.1382194),29.9,4.3,26.8,18.7,5.9,9.1,51.0342950462711,22.96543277082199,1,17.011431682090365,47.63200870985302,0,27.218290691344585
