state,FIPS,class,n,normalized_n,freq,primary_org_cat,TotalPopulation
IL,17103,NA,20,5.818520350274925e-4,0.26666666666666666,NA,34373
IL,17105,Arts & Cultural,1,2.7853601470670157e-5,0.017241379310344827,NA,35902
IL,17105,Economic,1,2.7853601470670157e-5,0.017241379310344827,NA,35902
IL,17105,Hobby & Sports,2,5.5707202941340315e-5,0.034482758620689655,NA,35902
IL,17105,Housing,1,2.7853601470670157e-5,0.017241379310344827,NA,35902
IL,17105,Political,1,2.7853601470670157e-5,0.017241379310344827,NA,35902
IL,17105,Professional,3,8.356080441201048e-5,0.05172413793103448,NA,35902
IL,17105,Religious,6,1.6712160882402096e-4,0.10344827586206896,NA,35902
IL,17105,Research & Think Tank,1,2.7853601470670157e-5,0.017241379310344827,NA,35902
IL,17105,Social & Fraternal,6,1.6712160882402096e-4,0.10344827586206896,NA,35902
IL,17105,Unions,2,5.5707202941340315e-5,0.034482758620689655,NA,35902
IL,17105,Youth,2,5.5707202941340315e-5,0.034482758620689655,NA,35902
IL,17105,NA,32,8.91315247061445e-4,0.5517241379310345,NA,35902
IL,17107,Arts & Cultural,2,7.082654578936186e-5,0.03389830508474576,NA,28238
IL,17107,Community,1,3.541327289468093e-5,0.01694915254237288,NA,28238
IL,17107,Healthcare,5,1.7706636447340464e-4,0.0847457627118644,NA,28238
IL,17107,Hobby & Sports,2,7.082654578936186e-5,0.03389830508474576,NA,28238
IL,17107,Housing,1,3.541327289468093e-5,0.01694915254237288,NA,28238
IL,17107,Political,1,3.541327289468093e-5,0.01694915254237288,NA,28238
IL,17107,Professional,2,7.082654578936186e-5,0.03389830508474576,NA,28238
IL,17107,Religious,5,1.7706636447340464e-4,0.0847457627118644,NA,28238
IL,17107,Social & Fraternal,15,5.311990934202139e-4,0.2542372881355932,NA,28238
IL,17107,Unions,2,7.082654578936186e-5,0.03389830508474576,NA,28238
IL,17107,Youth,3,1.0623981868404278e-4,0.05084745762711865,NA,28238
IL,17107,NA,20,7.082654578936186e-4,0.3389830508474576,NA,28238
IL,17109,Arts & Cultural,1,3.60451285008831e-5,0.016666666666666666,NA,27743
IL,17109,Community,2,7.20902570017662e-5,0.03333333333333333,NA,27743
IL,17109,Economic,1,3.60451285008831e-5,0.016666666666666666,NA,27743
IL,17109,Education,4,1.441805140035324e-4,0.06666666666666667,NA,27743
IL,17109,Hobby & Sports,1,3.60451285008831e-5,0.016666666666666666,NA,27743
IL,17109,Housing,2,7.20902570017662e-5,0.03333333333333333,NA,27743
IL,17109,Political,1,3.60451285008831e-5,0.016666666666666666,NA,27743
IL,17109,Professional,2,7.20902570017662e-5,0.03333333333333333,NA,27743
IL,17109,Religious,6,2.1627077100529863e-4,0.1,NA,27743
IL,17109,Research & Think Tank,2,7.20902570017662e-5,0.03333333333333333,NA,27743
IL,17109,Social & Fraternal,8,2.883610280070648e-4,0.13333333333333333,NA,27743
IL,17109,Youth,1,3.60451285008831e-5,0.016666666666666666,NA,27743
IL,17109,NA,29,0.00104530872652561,0.48333333333333334,NA,27743
IL,17111,Arts & Cultural,10,3.218031272827909e-5,0.025974025974025976,NA,310749
IL,17111,Community,11,3.5398344001107e-5,0.02857142857142857,NA,310749
IL,17111,Economic,11,3.5398344001107e-5,0.02857142857142857,NA,310749
IL,17111,Education,23,7.401471927504191e-5,0.05974025974025974,NA,310749
IL,17111,Foundations,5,1.6090156364139546e-5,0.012987012987012988,NA,310749
IL,17111,Healthcare,11,3.5398344001107e-5,0.02857142857142857,NA,310749
IL,17111,Hobby & Sports,38,1.2228518836746054e-4,0.0987012987012987,NA,310749
IL,17111,Housing,4,1.2872125091311637e-5,0.01038961038961039,NA,310749
IL,17111,Political,4,1.2872125091311637e-5,0.01038961038961039,NA,310749
IL,17111,Professional,19,6.114259418373027e-5,0.04935064935064935,NA,310749
IL,17111,Religious,60,1.9308187636967456e-4,0.15584415584415584,NA,310749
IL,17111,Research & Think Tank,10,3.218031272827909e-5,0.025974025974025976,NA,310749
IL,17111,Social & Fraternal,66,2.1239006400664202e-4,0.17142857142857143,NA,310749
IL,17111,Unions,10,3.218031272827909e-5,0.025974025974025976,NA,310749
IL,17111,Youth,20,6.436062545655818e-5,0.05194805194805195,NA,310749
IL,17111,NA,83,2.6709659564471647e-4,0.21558441558441557,NA,310749
IL,17113,Arts & Cultural,6,3.499460499839608e-5,0.014251781472684086,NA,171455
IL,17113,Community,13,7.58216441631915e-5,0.030878859857482184,NA,171455
IL,17113,Economic,10,5.832434166399347e-5,0.023752969121140142,NA,171455
IL,17113,Education,21,1.2248111749438629e-4,0.0498812351543943,NA,171455
IL,17113,Foundations,15,8.748651249599021e-5,0.035629453681710214,NA,171455
IL,17113,Healthcare,3,1.749730249919804e-5,0.007125890736342043,NA,171455
IL,17113,Hobby & Sports,23,1.3414598582718498e-4,0.05463182897862233,NA,171455
IL,17113,Housing,2,1.1664868332798694e-5,0.004750593824228029,NA,171455
IL,17113,Political,5,2.9162170831996735e-5,0.011876484560570071,NA,171455
IL,17113,Professional,37,2.1580006415677583e-4,0.08788598574821853,NA,171455
IL,17113,Religious,51,2.974541424863667e-4,0.12114014251781473,NA,171455
IL,17113,Research & Think Tank,6,3.499460499839608e-5,0.014251781472684086,NA,171455
IL,17113,Social & Fraternal,49,2.85789274153568e-4,0.1163895486935867,NA,171455
IL,17113,Unions,9,5.2491907497594123e-05,0.021377672209026127,NA,171455
IL,17113,Youth,32,1.866378933247791e-4,0.07600950118764846,NA,171455
IL,17113,NA,139,8.107083491295092e-4,0.33016627078384797,NA,171455
IL,17115,Arts & Cultural,5,4.7924394475275806e-5,0.023696682464454975,NA,104331
IL,17115,Community,2,1.916975779011032e-5,0.009478672985781991,NA,104331
IL,17115,Economic,3,2.8754636685165482e-5,0.014218009478672985,NA,104331
IL,17115,Education,7,6.709415226538612e-5,0.03317535545023697,NA,104331
IL,17115,Foundations,3,2.8754636685165482e-5,0.014218009478672985,NA,104331
IL,17115,Healthcare,6,5.7509273370330964e-5,0.02843601895734597,NA,104331
IL,17115,Hobby & Sports,8,7.667903116044128e-5,0.037914691943127965,NA,104331
IL,17115,Housing,2,1.916975779011032e-5,0.009478672985781991,NA,104331
IL,17115,Political,3,2.8754636685165482e-5,0.014218009478672985,NA,104331
IL,17115,Professional,24,2.3003709348132386e-4,0.11374407582938388,NA,104331
IL,17115,Religious,42,4.0256491359231676e-4,0.1990521327014218,NA,104331
IL,17115,Social & Fraternal,31,2.9713124574671e-4,0.14691943127962084,NA,104331
IL,17115,Unions,14,1.3418830453077225e-4,0.06635071090047394,NA,104331
IL,17115,Youth,10,9.584878895055161e-5,0.04739336492890995,NA,104331
IL,17115,NA,51,4.888288236478132e-4,0.24170616113744076,NA,104331
IL,17117,Arts & Cultural,1,2.2147413182140327e-5,0.014084507042253521,NA,45152
IL,17117,Economic,2,4.4294826364280654e-5,0.028169014084507043,NA,45152
IL,17117,Education,1,2.2147413182140327e-5,0.014084507042253521,NA,45152
IL,17117,Healthcare,1,2.2147413182140327e-5,0.014084507042253521,NA,45152
IL,17117,Hobby & Sports,3,6.644223954642097e-5,0.04225352112676056,NA,45152
IL,17117,Housing,1,2.2147413182140327e-5,0.014084507042253521,NA,45152
IL,17117,Professional,3,6.644223954642097e-5,0.04225352112676056,NA,45152
IL,17117,Religious,7,1.5503189227498228e-4,0.09859154929577464,NA,45152
IL,17117,Social & Fraternal,10,2.2147413182140325e-4,0.14084507042253522,NA,45152
IL,17117,Unions,4,8.858965272856131e-5,0.056338028169014086,NA,45152
IL,17117,Youth,6,1.3288447909284195e-4,0.08450704225352113,NA,45152
IL,17117,NA,32,7.087172218284905e-4,0.4507042253521127,NA,45152
IL,17119,Arts & Cultural,11,4.1335978835978834e-5,0.02095238095238095,NA,266112
IL,17119,Community,12,4.5093795093795094e-5,0.022857142857142857,NA,266112
IL,17119,Economic,10,3.757816257816258e-5,0.01904761904761905,NA,266112
IL,17119,Education,16,6.012506012506013e-5,0.030476190476190476,NA,266112
IL,17119,Foundations,7,2.6304713804713804e-5,0.013333333333333334,NA,266112
IL,17119,Healthcare,15,5.636724386724387e-5,0.02857142857142857,NA,266112
IL,17119,Hobby & Sports,24,9.018759018759019e-5,0.045714285714285714,NA,266112
IL,17119,Housing,9,3.382034632034632e-5,0.017142857142857144,NA,266112
IL,17119,Political,1,3.757816257816258e-6,0.0019047619047619048,NA,266112
IL,17119,Professional,95,3.569925444925445e-4,0.18095238095238095,NA,266112
IL,17119,Religious,103,3.8705507455507454e-4,0.1961904761904762,NA,266112
IL,17119,Research & Think Tank,1,3.757816257816258e-6,0.0019047619047619048,NA,266112
IL,17119,Social & Fraternal,72,2.7056277056277056e-4,0.13714285714285715,NA,266112
IL,17119,Unions,30,1.1273448773448773e-4,0.05714285714285714,NA,266112
IL,17119,Youth,9,3.382034632034632e-5,0.017142857142857144,NA,266112
IL,17119,NA,110,4.1335978835978834e-4,0.20952380952380953,NA,266112
IL,17121,Arts & Cultural,3,7.940499192715916e-5,0.03,NA,37781
IL,17121,Community,3,7.940499192715916e-5,0.03,NA,37781
IL,17121,Education,3,7.940499192715916e-5,0.03,NA,37781
IL,17121,Foundations,1,2.6468330642386386e-5,0.01,NA,37781
IL,17121,Healthcare,1,2.6468330642386386e-5,0.01,NA,37781
IL,17121,Hobby & Sports,4,1.0587332256954555e-4,0.04,NA,37781
IL,17121,Political,1,2.6468330642386386e-5,0.01,NA,37781
IL,17121,Professional,4,1.0587332256954555e-4,0.04,NA,37781
IL,17121,Religious,8,2.117466451390911e-4,0.08,NA,37781
IL,17121,Social & Fraternal,22,5.823032741325005e-4,0.22,NA,37781
IL,17121,Unions,4,1.0587332256954555e-4,0.04,NA,37781
IL,17121,Youth,2,5.293666128477277e-5,0.02,NA,37781
IL,17121,NA,44,0.001164606548265001,0.44,NA,37781
IL,17123,Community,1,8.48824378236143e-5,0.043478260869565216,Youth,11781
IL,17123,Economic,1,8.48824378236143e-5,0.043478260869565216,Youth,11781
IL,17123,Education,2,1.697648756472286e-4,0.08695652173913043,Youth,11781
IL,17123,Housing,1,8.48824378236143e-5,0.043478260869565216,Youth,11781
IL,17123,Political,1,8.48824378236143e-5,0.043478260869565216,Youth,11781
IL,17123,Religious,2,1.697648756472286e-4,0.08695652173913043,Youth,11781
IL,17123,Social & Fraternal,2,1.697648756472286e-4,0.08695652173913043,Youth,11781
IL,17123,Youth,7,5.941770647653001e-4,0.30434782608695654,Youth,11781
IL,17123,NA,6,5.092946269416857e-4,0.2608695652173913,Youth,11781
IL,17125,Healthcare,1,7.561436672967863e-5,0.058823529411764705,NA,13225
IL,17125,Professional,2,1.5122873345935726e-4,0.11764705882352941,NA,13225
IL,17125,Religious,1,7.561436672967863e-5,0.058823529411764705,NA,13225
IL,17125,Social & Fraternal,1,7.561436672967863e-5,0.058823529411764705,NA,13225
IL,17125,Youth,1,7.561436672967863e-5,0.058823529411764705,NA,13225
IL,17125,NA,11,8.317580340264651e-4,0.6470588235294118,NA,13225
IL,17127,Hobby & Sports,3,2.100840336134454e-4,0.15789473684210525,NA,14280
IL,17127,Professional,1,7.002801120448179e-5,0.05263157894736842,NA,14280
IL,17127,Religious,4,2.8011204481792715e-4,0.21052631578947367,NA,14280
IL,17127,Social & Fraternal,4,2.8011204481792715e-4,0.21052631578947367,NA,14280
IL,17127,Unions,1,7.002801120448179e-5,0.05263157894736842,NA,14280
IL,17127,Youth,1,7.002801120448179e-5,0.05263157894736842,NA,14280
IL,17127,NA,5,3.5014005602240897e-4,0.2631578947368421,NA,14280
IL,17129,Arts & Cultural,2,1.6203516163007373e-4,0.1111111111111111,NA,12343
IL,17129,Community,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,Foundations,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,Hobby & Sports,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,Political,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,Professional,2,1.6203516163007373e-4,0.1111111111111111,NA,12343
IL,17129,Religious,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,Social & Fraternal,1,8.101758081503687e-5,0.05555555555555555,NA,12343
IL,17129,NA,8,6.481406465202949e-4,0.4444444444444444,NA,12343
IL,17131,Healthcare,1,6.337537233031244e-5,0.02564102564102564,NA,15779
IL,17131,Hobby & Sports,5,3.1687686165156223e-4,0.1282051282051282,NA,15779
IL,17131,Social & Fraternal,7,4.436276063121871e-4,0.1794871794871795,NA,15779
IL,17131,Unions,1,6.337537233031244e-5,0.02564102564102564,NA,15779
IL,17131,Youth,7,4.436276063121871e-4,0.1794871794871795,NA,15779
IL,17131,NA,18,0.001140756701945624,0.46153846153846156,NA,15779
IL,17133,Arts & Cultural,4,1.1516756881262236e-4,0.0625,Youth,34732
IL,17133,Community,1,2.879189220315559e-5,0.015625,Youth,34732
IL,17133,Education,1,2.879189220315559e-5,0.015625,Youth,34732
IL,17133,Foundations,1,2.879189220315559e-5,0.015625,Youth,34732
IL,17133,Healthcare,3,8.637567660946678e-5,0.046875,Youth,34732
IL,17133,Hobby & Sports,3,8.637567660946678e-5,0.046875,Youth,34732
IL,17133,Religious,11,3.167108142347115e-4,0.171875,Youth,34732
IL,17133,Social & Fraternal,11,3.167108142347115e-4,0.171875,Youth,34732
IL,17133,Unions,4,1.1516756881262236e-4,0.0625,Youth,34732
IL,17133,Youth,14,4.030864908441783e-4,0.21875,Youth,34732
IL,17133,NA,11,3.167108142347115e-4,0.171875,Youth,34732
IL,17135,Community,1,3.510989396812022e-5,0.02,NA,28482
IL,17135,Economic,3,1.0532968190436065e-4,0.06,NA,28482
IL,17135,Education,2,7.021978793624044e-5,0.04,NA,28482
IL,17135,Healthcare,1,3.510989396812022e-5,0.02,NA,28482
IL,17135,Hobby & Sports,1,3.510989396812022e-5,0.02,NA,28482
IL,17135,Housing,1,3.510989396812022e-5,0.02,NA,28482
IL,17135,Religious,6,2.106593638087213e-4,0.12,NA,28482
IL,17135,Social & Fraternal,7,2.457692577768415e-4,0.14,NA,28482
IL,17135,Unions,4,1.4043957587248087e-4,0.08,NA,28482
IL,17135,Youth,2,7.021978793624044e-5,0.04,NA,28482
IL,17135,NA,22,7.724176672986448e-4,0.44,NA,28482
IL,17137,Community,2,6.026092982614722e-5,0.024691358024691357,NA,33189
IL,17137,Economic,1,3.013046491307361e-5,0.012345679012345678,NA,33189
IL,17137,Education,2,6.026092982614722e-5,0.024691358024691357,NA,33189
IL,17137,Foundations,2,6.026092982614722e-5,0.024691358024691357,NA,33189
IL,17137,Healthcare,2,6.026092982614722e-5,0.024691358024691357,NA,33189
IL,17137,Hobby & Sports,6,1.8078278947844165e-4,0.07407407407407407,NA,33189
IL,17137,Professional,3,9.039139473922083e-5,0.037037037037037035,NA,33189
IL,17137,Religious,9,2.711741842176625e-4,0.1111111111111111,NA,33189
IL,17137,Social & Fraternal,10,3.013046491307361e-4,0.12345679012345678,NA,33189
IL,17137,Unions,5,1.5065232456536805e-4,0.06172839506172839,NA,33189
IL,17137,Youth,3,9.039139473922083e-5,0.037037037037037035,NA,33189
IL,17137,NA,36,0.00108469673687065,0.4444444444444444,NA,33189
IL,17139,Community,1,6.833401667350006e-5,0.047619047619047616,NA,14634
IL,17139,Education,1,6.833401667350006e-5,0.047619047619047616,NA,14634
IL,17139,Healthcare,1,6.833401667350006e-5,0.047619047619047616,NA,14634
IL,17139,Housing,1,6.833401667350006e-5,0.047619047619047616,NA,14634
IL,17139,Religious,1,6.833401667350006e-5,0.047619047619047616,NA,14634
IL,17139,Social & Fraternal,5,3.416700833675003e-4,0.23809523809523808,NA,14634
IL,17139,NA,11,7.516741834085008e-4,0.5238095238095238,NA,14634
IL,17141,Arts & Cultural,1,1.930986541023809e-5,0.012345679012345678,NA,51787
IL,17141,Community,2,3.861973082047618e-5,0.024691358024691357,NA,51787
IL,17141,Economic,1,1.930986541023809e-5,0.012345679012345678,NA,51787
IL,17141,Education,2,3.861973082047618e-5,0.024691358024691357,NA,51787
IL,17141,Healthcare,2,3.861973082047618e-5,0.024691358024691357,NA,51787
IL,17141,Hobby & Sports,5,9.654932705119045e-5,0.06172839506172839,NA,51787
IL,17141,Housing,1,1.930986541023809e-5,0.012345679012345678,NA,51787
IL,17141,Political,1,1.930986541023809e-5,0.012345679012345678,NA,51787
IL,17141,Professional,1,1.930986541023809e-5,0.012345679012345678,NA,51787
IL,17141,Religious,20,3.861973082047618e-4,0.24691358024691357,NA,51787
IL,17141,Social & Fraternal,10,1.930986541023809e-4,0.12345679012345678,NA,51787
IL,17141,Unions,2,3.861973082047618e-5,0.024691358024691357,NA,51787
IL,17141,Youth,7,1.3516905787166664e-4,0.08641975308641975,NA,51787
IL,17141,NA,26,5.020565006661903e-4,0.32098765432098764,NA,51787
IL,17143,Arts & Cultural,12,6.577540986302271e-5,0.02536997885835095,Social & Fraternal,182439
IL,17143,Community,11,6.0294125707770815e-5,0.023255813953488372,Social & Fraternal,182439
IL,17143,Economic,10,5.4812841552518924e-5,0.021141649048625793,Social & Fraternal,182439
IL,17143,Education,22,1.2058825141554163e-4,0.046511627906976744,Social & Fraternal,182439
IL,17143,Foundations,6,3.2887704931511356e-5,0.012684989429175475,Social & Fraternal,182439
IL,17143,Healthcare,7,3.8368989086763246e-5,0.014799154334038054,Social & Fraternal,182439
IL,17143,Hobby & Sports,40,2.192513662100757e-4,0.08456659619450317,Social & Fraternal,182439
IL,17143,Housing,12,6.577540986302271e-5,0.02536997885835095,Social & Fraternal,182439
IL,17143,Political,6,3.2887704931511356e-5,0.012684989429175475,Social & Fraternal,182439
IL,17143,Professional,58,3.1791448100460976e-4,0.1226215644820296,Social & Fraternal,182439
IL,17143,Religious,84,4.60427869041159e-4,0.17758985200845667,Social & Fraternal,182439
IL,17143,Social & Fraternal,86,4.713904373516627e-4,0.18181818181818182,Social & Fraternal,182439
IL,17143,Unions,20,1.0962568310503785e-4,0.042283298097251586,Social & Fraternal,182439
IL,17143,Youth,25,1.3703210388129732e-4,0.052854122621564484,Social & Fraternal,182439
IL,17143,NA,74,4.0561502748864007e-4,0.15644820295983086,Social & Fraternal,182439
IL,17145,Community,2,9.452689290103034e-5,0.041666666666666664,NA,21158
IL,17145,Economic,1,4.726344645051517e-5,0.020833333333333332,NA,21158
IL,17145,Healthcare,2,9.452689290103034e-5,0.041666666666666664,NA,21158
IL,17145,Hobby & Sports,2,9.452689290103034e-5,0.041666666666666664,NA,21158
IL,17145,Religious,3,1.4179033935154552e-4,0.0625,NA,21158
IL,17145,Social & Fraternal,8,3.781075716041214e-4,0.16666666666666666,NA,21158
IL,17145,Unions,5,2.3631723225257586e-4,0.10416666666666667,NA,21158
IL,17145,NA,25,0.0011815861612628792,0.5208333333333334,NA,21158
IL,17147,Arts & Cultural,1,6.0009601536245796e-5,0.03571428571428571,NA,16664
IL,17147,Economic,1,6.0009601536245796e-5,0.03571428571428571,NA,16664
IL,17147,Housing,1,6.0009601536245796e-5,0.03571428571428571,NA,16664
IL,17147,Religious,3,1.800288046087374e-4,0.10714285714285714,NA,16664
IL,17147,Research & Think Tank,1,6.0009601536245796e-5,0.03571428571428571,NA,16664
IL,17147,Social & Fraternal,7,4.200672107537206e-4,0.25,NA,16664
IL,17147,Unions,2,1.2001920307249159e-4,0.07142857142857142,NA,16664
IL,17147,Youth,1,6.0009601536245796e-5,0.03571428571428571,NA,16664
IL,17147,NA,11,6.601056168987038e-4,0.39285714285714285,NA,16664
IL,17149,Arts & Cultural,1,6.701065469409636e-5,0.043478260869565216,NA,14923
IL,17149,Hobby & Sports,3,2.0103196408228908e-4,0.13043478260869565,NA,14923
IL,17149,Housing,1,6.701065469409636e-5,0.043478260869565216,NA,14923
IL,17149,Professional,1,6.701065469409636e-5,0.043478260869565216,NA,14923
IL,17149,Religious,1,6.701065469409636e-5,0.043478260869565216,NA,14923
IL,17149,Social & Fraternal,1,6.701065469409636e-5,0.043478260869565216,NA,14923
IL,17149,Unions,2,1.3402130938819273e-4,0.08695652173913043,NA,14923
IL,17149,NA,13,8.711385110232527e-4,0.5652173913043478,NA,14923
IL,17151,Religious,1,2.617801047120419e-4,0.3333333333333333,NA,3820
IL,17151,NA,2,5.235602094240838e-4,0.6666666666666666,NA,3820
IL,17153,Education,1,1.8942981625307822e-4,0.125,NA,5279
IL,17153,Youth,1,1.8942981625307822e-4,0.125,NA,5279
IL,17153,NA,6,0.0011365788975184693,0.75,NA,5279
IL,17155,Foundations,1,1.77367860943597e-4,0.125,NA,5638
IL,17155,Social & Fraternal,1,1.77367860943597e-4,0.125,NA,5638
IL,17155,Unions,1,1.77367860943597e-4,0.125,NA,5638
IL,17155,NA,5,8.868393047179851e-4,0.625,NA,5638
IL,17157,Arts & Cultural,3,9.793679811961348e-5,0.06818181818181818,NA,30632
IL,17157,Healthcare,1,3.2645599373204494e-5,0.022727272727272728,NA,30632
IL,17157,Hobby & Sports,5,1.6322799686602246e-4,0.11363636363636363,NA,30632
IL,17157,Religious,9,2.9381039435884043e-4,0.20454545454545456,NA,30632
IL,17157,Social & Fraternal,10,3.264559937320449e-4,0.22727272727272727,NA,30632
IL,17157,Unions,1,3.2645599373204494e-5,0.022727272727272728,NA,30632
IL,17157,Youth,3,9.793679811961348e-5,0.06818181818181818,NA,30632
IL,17157,NA,12,3.917471924784539e-4,0.2727272727272727,NA,30632
IL,17159,Community,1,6.298815822625347e-5,0.030303030303030304,NA,15876
IL,17159,Healthcare,3,1.889644746787604e-4,0.09090909090909091,NA,15876
IL,17159,Hobby & Sports,4,2.519526329050139e-4,0.12121212121212122,NA,15876
IL,17159,Religious,5,3.149407911312673e-4,0.15151515151515152,NA,15876
IL,17159,Social & Fraternal,9,5.668934240362812e-4,0.2727272727272727,NA,15876
IL,17159,Youth,1,6.298815822625347e-5,0.030303030303030304,NA,15876
IL,17159,NA,10,6.298815822625346e-4,0.30303030303030304,NA,15876
IL,17161,Arts & Cultural,10,6.911136605526144e-5,0.008680555555555556,Social & Fraternal,144694
IL,17161,Community,10,6.911136605526144e-5,0.008680555555555556,Social & Fraternal,144694
IL,17161,Economic,16,1.1057818568841832e-4,0.013888888888888888,Social & Fraternal,144694
IL,17161,Education,18,1.244004588994706e-4,0.015625,Social & Fraternal,144694
IL,17161,Foundations,3,2.0733409816578435e-5,0.0026041666666666665,Social & Fraternal,144694
IL,17161,Healthcare,7,4.837795623868301e-5,0.006076388888888889,Social & Fraternal,144694
IL,17161,Hobby & Sports,18,1.244004588994706e-4,0.015625,Social & Fraternal,144694
IL,17161,Housing,6,4.146681963315687e-5,0.005208333333333333,Social & Fraternal,144694
IL,17161,Political,2,1.382227321105229e-5,0.001736111111111111,Social & Fraternal,144694
IL,17161,Professional,45,3.110011472486765e-4,0.0390625,Social & Fraternal,144694
IL,17161,Religious,46,3.179122838542027e-4,0.03993055555555555,Social & Fraternal,144694
IL,17161,Research & Think Tank,3,2.0733409816578435e-5,0.0026041666666666665,Social & Fraternal,144694
IL,17161,Social & Fraternal,877,0.006061066803046429,0.7612847222222222,Social & Fraternal,144694
IL,17161,Unions,23,1.5895614192710134e-4,0.019965277777777776,Social & Fraternal,144694
IL,17161,Youth,8,5.528909284420916e-5,0.006944444444444444,Social & Fraternal,144694
IL,17161,NA,32,2.2115637137683664e-4,0.027777777777777776,Social & Fraternal,144694
IL,17163,Arts & Cultural,9,3.480318797201824e-5,0.0225,NA,258597
IL,17163,Community,14,5.4138292400917256e-5,0.035,NA,258597
IL,17163,Economic,12,4.640425062935765e-5,0.03,NA,258597
IL,17163,Education,14,5.4138292400917256e-5,0.035,NA,258597
IL,17163,Foundations,1,3.867020885779804e-6,0.0025,NA,258597
IL,17163,Healthcare,10,3.867020885779804e-5,0.025,NA,258597
IL,17163,Hobby & Sports,17,6.573935505825667e-5,0.0425,NA,258597
IL,17163,Housing,5,1.933510442889902e-5,0.0125,NA,258597
IL,17163,Political,2,7.734041771559608e-6,0.005,NA,258597
IL,17163,Professional,11,4.253722974357784e-5,0.0275,NA,258597
IL,17163,Religious,53,2.049521069463296e-4,0.1325,NA,258597
IL,17163,Research & Think Tank,2,7.734041771559608e-6,0.005,NA,258597
IL,17163,Social & Fraternal,100,3.867020885779804e-4,0.25,NA,258597
IL,17163,Unions,28,1.0827658480183451e-4,0.07,NA,258597
IL,17163,Youth,13,5.0271271515137454e-5,0.0325,NA,258597
IL,17163,NA,109,4.2150527654999864e-4,0.2725,NA,258597
IL,17165,Arts & Cultural,1,4.189534542712305e-5,0.030303030303030304,NA,23869
IL,17165,Economic,1,4.189534542712305e-5,0.030303030303030304,NA,23869
IL,17165,Healthcare,2,8.37906908542461e-5,0.06060606060606061,NA,23869
IL,17165,Hobby & Sports,2,8.37906908542461e-5,0.06060606060606061,NA,23869
IL,17165,Political,1,4.189534542712305e-5,0.030303030303030304,NA,23869
IL,17165,Religious,2,8.37906908542461e-5,0.06060606060606061,NA,23869
IL,17165,Research & Think Tank,1,4.189534542712305e-5,0.030303030303030304,NA,23869
IL,17165,Social & Fraternal,7,2.932674179898613e-4,0.21212121212121213,NA,23869
IL,17165,Unions,3,1.2568603628136915e-4,0.09090909090909091,NA,23869
IL,17165,Youth,3,1.2568603628136915e-4,0.09090909090909091,NA,23869
IL,17165,NA,10,4.1895345427123045e-4,0.30303030303030304,NA,23869
IL,17167,Arts & Cultural,13,6.60706752931251e-5,0.014925373134328358,Social & Fraternal,196759
IL,17167,Community,18,9.148247348278858e-5,0.02066590126291619,Social & Fraternal,196759
IL,17167,Economic,18,9.148247348278858e-5,0.02066590126291619,Social & Fraternal,196759
IL,17167,Education,20,1.01647192758654e-4,0.022962112514351322,Social & Fraternal,196759
IL,17167,Foundations,5,2.54117981896635e-5,0.0057405281285878304,Social & Fraternal,196759
IL,17167,Healthcare,12,6.098831565519239e-5,0.013777267508610792,Social & Fraternal,196759
IL,17167,Hobby & Sports,31,1.5755314877591368e-4,0.03559127439724455,Social & Fraternal,196759
IL,17167,Housing,14,7.115303493105779e-5,0.016073478760045924,Social & Fraternal,196759
IL,17167,Political,12,6.098831565519239e-5,0.013777267508610792,Social & Fraternal,196759
IL,17167,Professional,96,4.8790652524153915e-4,0.11021814006888633,Social & Fraternal,196759
IL,17167,Religious,73,3.7101225356908705e-4,0.08381171067738231,Social & Fraternal,196759
IL,17167,Research & Think Tank,7,3.5576517465528895e-5,0.008036739380022962,Social & Fraternal,196759
IL,17167,Social & Fraternal,349,0.001773743513638512,0.4006888633754305,Social & Fraternal,196759
IL,17167,Unions,32,1.6263550841384637e-4,0.03673938002296211,Social & Fraternal,196759
IL,17167,Youth,19,9.656483312072129e-5,0.021814006888633754,Social & Fraternal,196759
IL,17167,NA,152,7.725186649657703e-4,0.17451205510907003,Social & Fraternal,196759
IL,17169,Hobby & Sports,1,1.4382281029771322e-4,0.017857142857142856,NA,6953
IL,17169,Religious,2,2.8764562059542645e-4,0.03571428571428571,NA,6953
IL,17169,Social & Fraternal,1,1.4382281029771322e-4,0.017857142857142856,NA,6953
IL,17169,Youth,4,5.752912411908529e-4,0.07142857142857142,NA,6953
IL,17169,NA,48,0.006903494894290234,0.8571428571428571,NA,6953
IL,17171,Economic,2,4.062563477554337e-4,0.2222222222222222,Economic,4923
IL,17171,Education,1,2.0312817387771684e-4,0.1111111111111111,Economic,4923
IL,17171,Religious,2,4.062563477554337e-4,0.2222222222222222,Economic,4923
IL,17171,Youth,2,4.062563477554337e-4,0.2222222222222222,Economic,4923
IL,17171,NA,2,4.062563477554337e-4,0.2222222222222222,Economic,4923
IL,17173,Arts & Cultural,1,4.725897920604915e-5,0.030303030303030304,NA,21160
IL,17173,Economic,2,9.45179584120983e-5,0.06060606060606061,NA,21160
