state,FIPS,class,n,normalized_n,freq,primary_org_cat,TotalPopulation
MI,26055,Arts & Cultural,4,4.2300289756984836e-5,0.017937219730941704,NA,94562
MI,26055,Community,5,5.287536219623105e-5,0.02242152466367713,NA,94562
MI,26055,Economic,8,8.460057951396967e-5,0.03587443946188341,NA,94562
MI,26055,Education,2,2.1150144878492418e-5,0.008968609865470852,NA,94562
MI,26055,Foundations,2,2.1150144878492418e-5,0.008968609865470852,NA,94562
MI,26055,Healthcare,6,6.345043463547725e-5,0.026905829596412557,NA,94562
MI,26055,Hobby & Sports,13,1.3747594171020073e-4,0.05829596412556054,NA,94562
MI,26055,Political,7,7.402550707472346e-5,0.03139013452914798,NA,94562
MI,26055,Professional,1,1.0575072439246209e-5,0.004484304932735426,NA,94562
MI,26055,Religious,16,1.6920115902793934e-4,0.07174887892376682,NA,94562
MI,26055,Research & Think Tank,4,4.2300289756984836e-5,0.017937219730941704,NA,94562
MI,26055,Social & Fraternal,16,1.6920115902793934e-4,0.07174887892376682,NA,94562
MI,26055,Unions,2,2.1150144878492418e-5,0.008968609865470852,NA,94562
MI,26055,Youth,15,1.5862608658869312e-4,0.06726457399103139,NA,94562
MI,26055,NA,122,0.0012901588375880376,0.547085201793722,NA,94562
MI,26057,Arts & Cultural,4,9.579002825805833e-5,0.041237113402061855,NA,41758
MI,26057,Community,1,2.3947507064514583e-5,0.010309278350515464,NA,41758
MI,26057,Education,1,2.3947507064514583e-5,0.010309278350515464,NA,41758
MI,26057,Healthcare,7,1.6763254945160208e-4,0.07216494845360824,NA,41758
MI,26057,Professional,2,4.7895014129029165e-5,0.020618556701030927,NA,41758
MI,26057,Religious,9,2.1552756358063124e-4,0.09278350515463918,NA,41758
MI,26057,Research & Think Tank,1,2.3947507064514583e-5,0.010309278350515464,NA,41758
MI,26057,Social & Fraternal,14,3.3526509890320416e-4,0.14432989690721648,NA,41758
MI,26057,Unions,3,7.184252119354375e-5,0.030927835051546393,NA,41758
MI,26057,Youth,3,7.184252119354375e-5,0.030927835051546393,NA,41758
MI,26057,NA,52,0.0012452703673547583,0.5360824742268041,NA,41758
MI,26059,Arts & Cultural,4,8.757909487005452e-5,0.04081632653061224,NA,45673
MI,26059,Education,8,1.7515818974010903e-4,0.08163265306122448,NA,45673
MI,26059,Healthcare,1,2.189477371751363e-5,0.01020408163265306,NA,45673
MI,26059,Hobby & Sports,6,1.3136864230508177e-4,0.061224489795918366,NA,45673
MI,26059,Housing,1,2.189477371751363e-5,0.01020408163265306,NA,45673
MI,26059,Political,5,1.0947386858756815e-4,0.05102040816326531,NA,45673
MI,26059,Professional,2,4.378954743502726e-5,0.02040816326530612,NA,45673
MI,26059,Religious,11,2.4084251089264992e-4,0.11224489795918367,NA,45673
MI,26059,Research & Think Tank,7,1.5326341602259541e-4,0.07142857142857142,NA,45673
MI,26059,Social & Fraternal,13,2.846320583276772e-4,0.1326530612244898,NA,45673
MI,26059,Unions,2,4.378954743502726e-5,0.02040816326530612,NA,45673
MI,26059,Youth,13,2.846320583276772e-4,0.1326530612244898,NA,45673
MI,26059,NA,25,5.473693429378407e-4,0.25510204081632654,NA,45673
MI,26061,Arts & Cultural,3,8.003201280512204e-5,0.03614457831325301,Social & Fraternal,37485
MI,26061,Community,4,1.067093504068294e-4,0.04819277108433735,Social & Fraternal,37485
MI,26061,Economic,3,8.003201280512204e-5,0.03614457831325301,Social & Fraternal,37485
MI,26061,Education,7,1.8674136321195143e-4,0.08433734939759036,Social & Fraternal,37485
MI,26061,Foundations,1,2.667733760170735e-5,0.012048192771084338,Social & Fraternal,37485
MI,26061,Healthcare,1,2.667733760170735e-5,0.012048192771084338,Social & Fraternal,37485
MI,26061,Hobby & Sports,3,8.003201280512204e-5,0.03614457831325301,Social & Fraternal,37485
MI,26061,Housing,2,5.33546752034147e-5,0.024096385542168676,Social & Fraternal,37485
MI,26061,Political,1,2.667733760170735e-5,0.012048192771084338,Social & Fraternal,37485
MI,26061,Professional,2,5.33546752034147e-5,0.024096385542168676,Social & Fraternal,37485
MI,26061,Religious,4,1.067093504068294e-4,0.04819277108433735,Social & Fraternal,37485
MI,26061,Research & Think Tank,5,1.3338668800853674e-4,0.060240963855421686,Social & Fraternal,37485
MI,26061,Social & Fraternal,23,6.13578764839269e-4,0.27710843373493976,Social & Fraternal,37485
MI,26061,Unions,2,5.33546752034147e-5,0.024096385542168676,Social & Fraternal,37485
MI,26061,Youth,8,2.134187008136588e-4,0.0963855421686747,Social & Fraternal,37485
MI,26061,NA,14,3.7348272642390287e-4,0.1686746987951807,Social & Fraternal,37485
MI,26063,Arts & Cultural,3,9.511128019783147e-5,0.047619047619047616,NA,31542
MI,26063,Economic,1,3.170376006594382e-5,0.015873015873015872,NA,31542
MI,26063,Education,1,3.170376006594382e-5,0.015873015873015872,NA,31542
MI,26063,Foundations,2,6.340752013188764e-5,0.031746031746031744,NA,31542
MI,26063,Hobby & Sports,1,3.170376006594382e-5,0.015873015873015872,NA,31542
MI,26063,Religious,10,3.170376006594382e-4,0.15873015873015872,NA,31542
MI,26063,Social & Fraternal,13,4.1214888085726965e-4,0.20634920634920634,NA,31542
MI,26063,Unions,3,9.511128019783147e-5,0.047619047619047616,NA,31542
MI,26063,NA,29,9.194090419123708e-4,0.4603174603174603,NA,31542
MI,26065,Arts & Cultural,18,6.30119722747322e-5,0.01904761904761905,NA,285660
MI,26065,Community,15,5.250997689561016e-5,0.015873015873015872,NA,285660
MI,26065,Economic,44,1.540292655604565e-4,0.04656084656084656,NA,285660
MI,26065,Education,32,1.1202128404396835e-4,0.033862433862433865,NA,285660
MI,26065,Foundations,11,3.850731639011412e-5,0.01164021164021164,NA,285660
MI,26065,Healthcare,42,1.4702793530770847e-4,0.044444444444444446,NA,285660
MI,26065,Hobby & Sports,46,1.6103059581320451e-4,0.04867724867724868,NA,285660
MI,26065,Housing,10,3.500665126374011e-5,0.010582010582010581,NA,285660
MI,26065,Political,27,9.45179584120983e-5,0.02857142857142857,NA,285660
MI,26065,Professional,78,2.7305187985717286e-4,0.08253968253968254,NA,285660
MI,26065,Religious,89,3.1155919624728697e-4,0.09417989417989418,NA,285660
MI,26065,Research & Think Tank,21,7.351396765385423e-5,0.022222222222222223,NA,285660
MI,26065,Social & Fraternal,97,3.3956451725827906e-4,0.10264550264550265,NA,285660
MI,26065,Unions,46,1.6103059581320451e-4,0.04867724867724868,NA,285660
MI,26065,Youth,44,1.540292655604565e-4,0.04656084656084656,NA,285660
MI,26065,NA,325,0.0011377161660715536,0.3439153439153439,NA,285660
MI,26067,Arts & Cultural,2,3.0046271257736914e-5,0.01834862385321101,NA,66564
MI,26067,Community,2,3.0046271257736914e-5,0.01834862385321101,NA,66564
MI,26067,Economic,1,1.5023135628868457e-5,0.009174311926605505,NA,66564
MI,26067,Foundations,2,3.0046271257736914e-5,0.01834862385321101,NA,66564
MI,26067,Healthcare,2,3.0046271257736914e-5,0.01834862385321101,NA,66564
MI,26067,Hobby & Sports,9,1.3520822065981613e-4,0.08256880733944955,NA,66564
MI,26067,Housing,1,1.5023135628868457e-5,0.009174311926605505,NA,66564
MI,26067,Political,3,4.5069406886605373e-05,0.027522935779816515,NA,66564
MI,26067,Professional,2,3.0046271257736914e-5,0.01834862385321101,NA,66564
MI,26067,Religious,22,3.305089838351061e-4,0.2018348623853211,NA,66564
MI,26067,Research & Think Tank,5,7.511567814434229e-5,0.045871559633027525,NA,66564
MI,26067,Social & Fraternal,14,2.103238988041584e-4,0.12844036697247707,NA,66564
MI,26067,Unions,6,9.013881377321075e-5,0.05504587155963303,NA,66564
MI,26067,Youth,10,1.5023135628868458e-4,0.09174311926605505,NA,66564
MI,26067,NA,28,4.206477976083168e-4,0.25688073394495414,NA,66564
MI,26069,Community,1,3.9585147652600746e-5,0.018518518518518517,NA,25262
MI,26069,Economic,1,3.9585147652600746e-5,0.018518518518518517,NA,25262
MI,26069,Foundations,2,7.917029530520149e-5,0.037037037037037035,NA,25262
MI,26069,Healthcare,1,3.9585147652600746e-5,0.018518518518518517,NA,25262
MI,26069,Hobby & Sports,3,1.1875544295780223e-4,0.05555555555555555,NA,25262
MI,26069,Professional,2,7.917029530520149e-5,0.037037037037037035,NA,25262
MI,26069,Religious,5,1.979257382630037e-4,0.09259259259259259,NA,25262
MI,26069,Social & Fraternal,17,6.729475100942127e-4,0.3148148148148148,NA,25262
MI,26069,Unions,2,7.917029530520149e-5,0.037037037037037035,NA,25262
MI,26069,NA,20,7.917029530520148e-4,0.37037037037037035,NA,25262
MI,26071,Arts & Cultural,2,1.7271157167530224e-4,0.058823529411764705,NA,11580
MI,26071,Economic,2,1.7271157167530224e-4,0.058823529411764705,NA,11580
MI,26071,Education,1,8.635578583765112e-5,0.029411764705882353,NA,11580
MI,26071,Hobby & Sports,3,2.5906735751295336e-4,0.08823529411764706,NA,11580
MI,26071,Religious,3,2.5906735751295336e-4,0.08823529411764706,NA,11580
MI,26071,Social & Fraternal,9,7.772020725388601e-4,0.2647058823529412,NA,11580
MI,26071,Unions,1,8.635578583765112e-5,0.029411764705882353,NA,11580
MI,26071,Youth,1,8.635578583765112e-5,0.029411764705882353,NA,11580
MI,26071,NA,12,0.0010362694300518134,0.35294117647058826,NA,11580
MI,26073,Economic,2,3.047711930268351e-5,0.013986013986013986,NA,65623
MI,26073,Education,5,7.619279825670877e-5,0.03496503496503497,NA,65623
MI,26073,Foundations,1,1.5238559651341754e-5,0.006993006993006993,NA,65623
MI,26073,Healthcare,3,4.571567895402526e-5,0.02097902097902098,NA,65623
MI,26073,Hobby & Sports,8,1.2190847721073404e-4,0.055944055944055944,NA,65623
MI,26073,Professional,2,3.047711930268351e-5,0.013986013986013986,NA,65623
MI,26073,Religious,18,2.742940737241516e-4,0.1258741258741259,NA,65623
MI,26073,Research & Think Tank,4,6.095423860536702e-5,0.027972027972027972,NA,65623
MI,26073,Social & Fraternal,15,2.2857839477012632e-4,0.1048951048951049,NA,65623
MI,26073,Unions,5,7.619279825670877e-5,0.03496503496503497,NA,65623
MI,26073,Youth,3,4.571567895402526e-5,0.02097902097902098,NA,65623
MI,26073,NA,77,0.0011733690931533152,0.5384615384615384,NA,65623
MI,26075,Arts & Cultural,7,4.3541815693714425e-5,0.030837004405286344,NA,160765
MI,26075,Community,11,6.842285323297981e-5,0.048458149779735685,NA,160765
MI,26075,Economic,6,3.732155630889808e-5,0.02643171806167401,NA,160765
MI,26075,Education,6,3.732155630889808e-5,0.02643171806167401,NA,160765
MI,26075,Foundations,10,6.220259384816347e-5,0.04405286343612335,NA,160765
MI,26075,Healthcare,2,1.2440518769632694e-5,0.00881057268722467,NA,160765
MI,26075,Hobby & Sports,16,9.952415015706155e-5,0.07048458149779736,NA,160765
MI,26075,Housing,1,6.220259384816347e-6,0.004405286343612335,NA,160765
MI,26075,Political,2,1.2440518769632694e-5,0.00881057268722467,NA,160765
MI,26075,Professional,10,6.220259384816347e-5,0.04405286343612335,NA,160765
MI,26075,Religious,40,2.488103753926539e-4,0.1762114537444934,NA,160765
MI,26075,Research & Think Tank,1,6.220259384816347e-6,0.004405286343612335,NA,160765
MI,26075,Social & Fraternal,30,1.866077815444904e-4,0.13215859030837004,NA,160765
MI,26075,Unions,8,4.976207507853078e-5,0.03524229074889868,NA,160765
MI,26075,Youth,16,9.952415015706155e-5,0.07048458149779736,NA,160765
MI,26075,NA,61,3.7943582247379715e-4,0.2687224669603524,NA,160765
MI,26077,Arts & Cultural,12,4.592774035517453e-5,0.02390438247011952,NA,261280
MI,26077,Community,17,6.506429883649724e-5,0.03386454183266932,NA,261280
MI,26077,Economic,11,4.210042865890998e-5,0.021912350597609563,NA,261280
MI,26077,Education,19,7.271892222902633e-5,0.037848605577689244,NA,261280
MI,26077,Foundations,7,2.6791181873851806e-5,0.013944223107569721,NA,261280
MI,26077,Healthcare,10,3.827311696264544e-5,0.0199203187250996,NA,261280
MI,26077,Hobby & Sports,36,1.3778322106552357e-4,0.07171314741035857,NA,261280
MI,26077,Housing,13,4.975505205143907e-5,0.025896414342629483,NA,261280
MI,26077,Political,7,2.6791181873851806e-5,0.013944223107569721,NA,261280
MI,26077,Professional,24,9.185548071034906e-5,0.04780876494023904,NA,261280
MI,26077,Religious,111,4.2483159828536436e-4,0.22111553784860558,NA,261280
MI,26077,Research & Think Tank,8,3.061849357011635e-5,0.01593625498007968,NA,261280
MI,26077,Social & Fraternal,69,2.640845070422535e-4,0.13745019920318724,NA,261280
MI,26077,Unions,13,4.975505205143907e-5,0.025896414342629483,NA,261280
MI,26077,Youth,33,1.2630128597672995e-4,0.06573705179282868,NA,261280
MI,26077,NA,112,4.286589099816289e-4,0.22310756972111553,NA,261280
MI,26079,Arts & Cultural,1,5.613877505192837e-5,0.041666666666666664,NA,17813
MI,26079,Healthcare,1,5.613877505192837e-5,0.041666666666666664,NA,17813
MI,26079,Professional,5,2.806938752596418e-4,0.20833333333333334,NA,17813
MI,26079,Religious,1,5.613877505192837e-5,0.041666666666666664,NA,17813
MI,26079,Research & Think Tank,1,5.613877505192837e-5,0.041666666666666664,NA,17813
MI,26079,Social & Fraternal,3,1.684163251557851e-4,0.125,NA,17813
MI,26079,NA,12,6.736653006231404e-4,0.5,NA,17813
MI,26081,Arts & Cultural,36,5.4965356557214357e-5,0.02406417112299465,Religious,654958
MI,26081,Community,58,8.855529667551202e-5,0.03877005347593583,Religious,654958
MI,26081,Economic,61,9.313574305527989e-5,0.04077540106951872,Religious,654958
MI,26081,Education,95,1.45047468692649e-4,0.06350267379679145,Religious,654958
MI,26081,Foundations,42,6.412624931675008e-5,0.02807486631016043,Religious,654958
MI,26081,Healthcare,72,1.0993071311442871e-4,0.0481283422459893,Religious,654958
MI,26081,Hobby & Sports,114,1.740569624311788e-4,0.07620320855614973,Religious,654958
MI,26081,Housing,28,4.275083287783339e-5,0.01871657754010695,Religious,654958
MI,26081,Political,21,3.206312465837504e-5,0.014037433155080214,Religious,654958
MI,26081,Professional,63,9.618937397512513e-5,0.042112299465240643,Religious,654958
MI,26081,Religious,411,6.275211540281972e-4,0.2747326203208556,Religious,654958
MI,26081,Research & Think Tank,28,4.275083287783339e-5,0.01871657754010695,Religious,654958
MI,26081,Social & Fraternal,182,2.77880413705917e-4,0.12165775401069519,Religious,654958
MI,26081,Unions,45,6.870669569651795e-5,0.030080213903743314,Religious,654958
MI,26081,Youth,86,1.313061295533454e-4,0.05748663101604278,Religious,654958
MI,26081,NA,154,2.3512958082808365e-4,0.10294117647058823,Religious,654958
MI,26083,Arts & Cultural,1,4.873294346978557e-4,0.16666666666666666,NA,2052
MI,26083,Foundations,1,4.873294346978557e-4,0.16666666666666666,NA,2052
MI,26083,Professional,1,4.873294346978557e-4,0.16666666666666666,NA,2052
MI,26083,Social & Fraternal,1,4.873294346978557e-4,0.16666666666666666,NA,2052
MI,26083,NA,2,9.746588693957114e-4,0.3333333333333333,NA,2052
MI,26085,Foundations,1,8.164598301763554e-5,0.05263157894736842,Social & Fraternal,12248
MI,26085,Healthcare,1,8.164598301763554e-5,0.05263157894736842,Social & Fraternal,12248
MI,26085,Hobby & Sports,2,1.6329196603527107e-4,0.10526315789473684,Social & Fraternal,12248
MI,26085,Professional,1,8.164598301763554e-5,0.05263157894736842,Social & Fraternal,12248
MI,26085,Religious,4,3.2658393207054214e-4,0.21052631578947367,Social & Fraternal,12248
MI,26085,Social & Fraternal,8,6.531678641410843e-4,0.42105263157894735,Social & Fraternal,12248
MI,26085,Youth,1,8.164598301763554e-5,0.05263157894736842,Social & Fraternal,12248
MI,26085,NA,1,8.164598301763554e-5,0.05263157894736842,Social & Fraternal,12248
MI,26087,Arts & Cultural,5,5.6405396868372366e-5,0.03937007874015748,NA,88644
MI,26087,Community,1,1.1281079373674474e-5,0.007874015748031496,NA,88644
MI,26087,Economic,3,3.384323812102342e-5,0.023622047244094488,NA,88644
MI,26087,Education,4,4.5124317494697894e-5,0.031496062992125984,NA,88644
MI,26087,Foundations,3,3.384323812102342e-5,0.023622047244094488,NA,88644
MI,26087,Healthcare,1,1.1281079373674474e-5,0.007874015748031496,NA,88644
MI,26087,Hobby & Sports,12,1.353729524840937e-4,0.09448818897637795,NA,88644
MI,26087,Housing,2,2.2562158747348947e-5,0.015748031496062992,NA,88644
MI,26087,Political,10,1.1281079373674473e-4,0.07874015748031496,NA,88644
MI,26087,Professional,2,2.2562158747348947e-5,0.015748031496062992,NA,88644
MI,26087,Religious,17,1.9177834935246604e-4,0.13385826771653545,NA,88644
MI,26087,Research & Think Tank,4,4.5124317494697894e-5,0.031496062992125984,NA,88644
MI,26087,Social & Fraternal,23,2.594648255945129e-4,0.18110236220472442,NA,88644
MI,26087,Unions,2,2.2562158747348947e-5,0.015748031496062992,NA,88644
MI,26087,Youth,4,4.5124317494697894e-5,0.031496062992125984,NA,88644
MI,26087,NA,34,3.835566987049321e-4,0.2677165354330709,NA,88644
MI,26089,Arts & Cultural,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,Community,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,Economic,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,Education,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,Foundations,3,1.3482540110556829e-4,0.08823529411764706,NA,22251
MI,26089,Hobby & Sports,2,8.988360073704552e-5,0.058823529411764705,NA,22251
MI,26089,Religious,4,1.7976720147409105e-4,0.11764705882352941,NA,22251
MI,26089,Research & Think Tank,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,Social & Fraternal,5,2.247090018426138e-4,0.14705882352941177,NA,22251
MI,26089,Youth,1,4.494180036852276e-5,0.029411764705882353,NA,22251
MI,26089,NA,14,6.291852051593187e-4,0.4117647058823529,NA,22251
MI,26091,Arts & Cultural,2,2.0131661063354337e-5,0.010526315789473684,NA,99346
MI,26091,Community,4,4.026332212670867e-5,0.021052631578947368,NA,99346
MI,26091,Education,10,1.0065830531677169e-4,0.05263157894736842,NA,99346
MI,26091,Foundations,4,4.026332212670867e-5,0.021052631578947368,NA,99346
MI,26091,Healthcare,3,3.0197491595031506e-5,0.015789473684210527,NA,99346
MI,26091,Hobby & Sports,8,8.052664425341735e-5,0.042105263157894736,NA,99346
MI,26091,Housing,3,3.0197491595031506e-5,0.015789473684210527,NA,99346
MI,26091,Professional,1,1.0065830531677168e-5,0.005263157894736842,NA,99346
MI,26091,Religious,30,3.0197491595031504e-4,0.15789473684210525,NA,99346
MI,26091,Research & Think Tank,1,1.0065830531677168e-5,0.005263157894736842,NA,99346
MI,26091,Social & Fraternal,32,3.221065770136694e-4,0.16842105263157894,NA,99346
MI,26091,Unions,4,4.026332212670867e-5,0.021052631578947368,NA,99346
MI,26091,Youth,2,2.0131661063354337e-5,0.010526315789473684,NA,99346
MI,26091,NA,86,8.656614257242365e-4,0.45263157894736844,NA,99346
MI,26093,Arts & Cultural,8,4.140058167817258e-5,0.024844720496894408,NA,193234
MI,26093,Community,10,5.1750727097715726e-5,0.031055900621118012,NA,193234
MI,26093,Economic,2,1.0350145419543145e-5,0.006211180124223602,NA,193234
MI,26093,Education,26,1.345518904540609e-4,0.08074534161490683,NA,193234
MI,26093,Foundations,5,2.5875363548857863e-5,0.015527950310559006,NA,193234
MI,26093,Healthcare,11,5.69257998074873e-5,0.034161490683229816,NA,193234
MI,26093,Hobby & Sports,37,1.9147769026154818e-4,0.11490683229813664,NA,193234
MI,26093,Housing,4,2.070029083908629e-5,0.012422360248447204,NA,193234
MI,26093,Professional,7,3.622550896840101e-5,0.021739130434782608,NA,193234
MI,26093,Religious,48,2.484034900690355e-4,0.14906832298136646,NA,193234
MI,26093,Research & Think Tank,9,4.657565438794415e-5,0.027950310559006212,NA,193234
MI,26093,Social & Fraternal,52,2.691037809081218e-4,0.16149068322981366,NA,193234
MI,26093,Unions,2,1.0350145419543145e-5,0.006211180124223602,NA,193234
MI,26093,Youth,12,6.210087251725887e-5,0.037267080745341616,NA,193234
MI,26093,NA,89,4.6058147116966996e-4,0.27639751552795033,NA,193234
MI,26095,Social & Fraternal,1,1.8115942028985507e-4,0.14285714285714285,NA,5520
MI,26095,Unions,1,1.8115942028985507e-4,0.14285714285714285,NA,5520
MI,26095,Youth,1,1.8115942028985507e-4,0.14285714285714285,NA,5520
MI,26095,NA,4,7.246376811594203e-4,0.5714285714285714,NA,5520
MI,26097,Economic,2,1.84945441094877e-4,0.06896551724137931,NA,10814
MI,26097,Education,1,9.24727205474385e-5,0.034482758620689655,NA,10814
MI,26097,Hobby & Sports,5,4.6236360273719255e-4,0.1724137931034483,NA,10814
MI,26097,Political,1,9.24727205474385e-5,0.034482758620689655,NA,10814
MI,26097,Religious,3,2.774181616423155e-4,0.10344827586206896,NA,10814
MI,26097,Research & Think Tank,1,9.24727205474385e-5,0.034482758620689655,NA,10814
MI,26097,Social & Fraternal,5,4.6236360273719255e-4,0.1724137931034483,NA,10814
MI,26097,Unions,1,9.24727205474385e-5,0.034482758620689655,NA,10814
MI,26097,NA,10,9.247272054743851e-4,0.3448275862068966,NA,10814
MI,26099,Arts & Cultural,24,2.729993413890889e-5,0.021352313167259787,Unions,879123
MI,26099,Community,29,3.298742041784824e-5,0.025800711743772242,Unions,879123
MI,26099,Economic,34,3.867490669678759e-5,0.030249110320284697,Unions,879123
MI,26099,Education,50,5.687486278939352e-5,0.04448398576512456,Unions,879123
MI,26099,Foundations,14,1.5924961581030186e-5,0.012455516014234875,Unions,879123
MI,26099,Healthcare,38,4.3224895719939075e-5,0.033807829181494664,Unions,879123
MI,26099,Hobby & Sports,80,9.099978046302963e-5,0.0711743772241993,Unions,879123
MI,26099,Housing,66,7.507481888199945e-5,0.05871886120996441,Unions,879123
MI,26099,Political,11,1.2512469813666574e-5,0.009786476868327402,Unions,879123
MI,26099,Professional,32,3.6399912185211855e-5,0.028469750889679714,Unions,879123
MI,26099,Religious,164,1.8654954994921076e-4,0.14590747330960854,Unions,879123
MI,26099,Research & Think Tank,12,1.3649967069454445e-5,0.010676156583629894,Unions,879123
MI,26099,Social & Fraternal,197,2.2408695939021047e-4,0.17526690391459074,Unions,879123
MI,26099,Unions,218,0.00024797440176175573,0.19395017793594305,Unions,879123
MI,26099,Youth,37,4.2087398464151206e-5,0.03291814946619217,Unions,879123
MI,26099,NA,118,1.342246761829687e-4,0.10498220640569395,Unions,879123
MI,26101,Arts & Cultural,4,1.6039135490597057e-4,0.08,Social & Fraternal,24939
MI,26101,Economic,3,1.2029351617947793e-4,0.06,Social & Fraternal,24939
MI,26101,Education,2,8.019567745298528e-5,0.04,Social & Fraternal,24939
MI,26101,Hobby & Sports,7,2.8068487108544847e-4,0.14,Social & Fraternal,24939
MI,26101,Political,1,4.009783872649264e-5,0.02,Social & Fraternal,24939
MI,26101,Professional,2,8.019567745298528e-5,0.04,Social & Fraternal,24939
MI,26101,Religious,7,2.8068487108544847e-4,0.14,Social & Fraternal,24939
MI,26101,Social & Fraternal,11,4.4107622599141904e-4,0.22,Social & Fraternal,24939
MI,26101,Unions,2,8.019567745298528e-5,0.04,Social & Fraternal,24939
MI,26101,Youth,3,1.2029351617947793e-4,0.06,Social & Fraternal,24939
MI,26101,NA,8,3.2078270981194114e-4,0.16,Social & Fraternal,24939
MI,26103,Arts & Cultural,3,4.5194335643266044e-5,0.018292682926829267,NA,66380
MI,26103,Community,5,7.532389273877674e-5,0.03048780487804878,NA,66380
MI,26103,Economic,5,7.532389273877674e-5,0.03048780487804878,NA,66380
MI,26103,Education,1,1.5064778547755348e-5,0.006097560975609756,NA,66380
MI,26103,Healthcare,9,0.00013558300692979814,0.054878048780487805,NA,66380
MI,26103,Hobby & Sports,12,1.8077734257306418e-4,0.07317073170731707,NA,66380
MI,26103,Housing,2,3.0129557095510696e-5,0.012195121951219513,NA,66380
MI,26103,Political,1,1.5064778547755348e-5,0.006097560975609756,NA,66380
MI,26103,Professional,5,7.532389273877674e-5,0.03048780487804878,NA,66380
MI,26103,Religious,15,2.2597167821633023e-4,0.09146341463414634,NA,66380
MI,26103,Social & Fraternal,34,5.122024706236819e-4,0.2073170731707317,NA,66380
MI,26103,Unions,6,9.038867128653209e-5,0.036585365853658534,NA,66380
MI,26103,Youth,5,7.532389273877674e-5,0.03048780487804878,NA,66380
MI,26103,NA,61,9.189514914130762e-4,0.3719512195121951,NA,66380
MI,26105,Arts & Cultural,2,6.872143765247568e-5,0.031746031746031744,NA,29103
MI,26105,Community,2,6.872143765247568e-5,0.031746031746031744,NA,29103
MI,26105,Economic,1,3.436071882623784e-5,0.015873015873015872,NA,29103
MI,26105,Healthcare,1,3.436071882623784e-5,0.015873015873015872,NA,29103
MI,26105,Hobby & Sports,3,1.0308215647871353e-4,0.047619047619047616,NA,29103
MI,26105,Political,1,3.436071882623784e-5,0.015873015873015872,NA,29103
MI,26105,Religious,9,3.092464694361406e-4,0.14285714285714285,NA,29103
MI,26105,Research & Think Tank,1,3.436071882623784e-5,0.015873015873015872,NA,29103
MI,26105,Social & Fraternal,7,2.4052503178366493e-4,0.1111111111111111,NA,29103
MI,26105,Unions,4,1.3744287530495137e-4,0.06349206349206349,NA,29103
MI,26105,Youth,7,2.4052503178366493e-4,0.1111111111111111,NA,29103
MI,26105,NA,25,8.590179706559461e-4,0.3968253968253968,NA,29103
MI,26107,Arts & Cultural,1,2.4968165588874185e-5,0.011764705882352941,NA,40051
MI,26107,Community,1,2.4968165588874185e-5,0.011764705882352941,NA,40051
MI,26107,Economic,2,4.993633117774837e-5,0.023529411764705882,NA,40051
MI,26107,Education,1,2.4968165588874185e-5,0.011764705882352941,NA,40051
MI,26107,Healthcare,3,7.490449676662256e-5,0.03529411764705882,NA,40051
MI,26107,Hobby & Sports,8,1.9974532471099348e-4,0.09411764705882353,NA,40051
MI,26107,Housing,1,2.4968165588874185e-5,0.011764705882352941,NA,40051
MI,26107,Political,2,4.993633117774837e-5,0.023529411764705882,NA,40051
MI,26107,Professional,3,7.490449676662256e-5,0.03529411764705882,NA,40051
MI,26107,Religious,18,4.494269805997353e-4,0.21176470588235294,NA,40051
MI,26107,Social & Fraternal,18,4.494269805997353e-4,0.21176470588235294,NA,40051
MI,26107,Unions,1,2.4968165588874185e-5,0.011764705882352941,NA,40051
MI,26107,Youth,7,1.747771591221193e-4,0.08235294117647059,NA,40051
MI,26107,NA,19,4.743951461886095e-4,0.2235294117647059,NA,40051
MI,26109,Arts & Cultural,5,2.1297440047706267e-4,0.10204081632653061,NA,23477
MI,26109,Hobby & Sports,1,4.259488009541253e-5,0.02040816326530612,NA,23477
MI,26109,Political,1,4.259488009541253e-5,0.02040816326530612,NA,23477
MI,26109,Professional,1,4.259488009541253e-5,0.02040816326530612,NA,23477
MI,26109,Religious,3,1.2778464028623759e-4,0.061224489795918366,NA,23477
MI,26109,Research & Think Tank,1,4.259488009541253e-5,0.02040816326530612,NA,23477
MI,26109,Social & Fraternal,7,2.981641606678877e-4,0.14285714285714285,NA,23477
MI,26109,Unions,5,2.1297440047706267e-4,0.10204081632653061,NA,23477
MI,26109,Youth,1,4.259488009541253e-5,0.02040816326530612,NA,23477
MI,26109,NA,24,0.0010222771222899007,0.4897959183673469,NA,23477
MI,26111,Arts & Cultural,6,7.188469694609845e-5,0.027906976744186046,NA,83467
MI,26111,Community,6,7.188469694609845e-5,0.027906976744186046,NA,83467
MI,26111,Economic,9,1.0782704541914769e-4,0.04186046511627907,NA,83467
MI,26111,Education,11,1.3178861106784718e-4,0.05116279069767442,NA,83467
MI,26111,Foundations,4,4.7923131297398974e-05,0.018604651162790697,NA,83467
MI,26111,Healthcare,4,4.7923131297398974e-05,0.018604651162790697,NA,83467
MI,26111,Hobby & Sports,13,1.5575017671654666e-4,0.06046511627906977,NA,83467
